,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Python,C,Tensorflow,Java,Linux,Spark,Hadoop
465,人工智能讲师,人工智能,12500.0,长沙高新区新途教育培训学校,长沙,2.0,大专,岗位职责：1、进行课程研发（教学PPT、教学案例、课后作业、教学用书等）；2、通过网络在线直播进行人工智能相关课程的授课，实施授课计划，QQ群VIP学员问题解答、批改作业；3、与学员保持良好的联系，将学员提供的信息、教学中出现的问题或其他问题和建议及时反馈。4、活跃课堂氛围，高质量完成日常授课任务岗位需求：1、大专及以上学历2、有两年或以上的人工智能相关岗位的工作经验，有教育经验优先考虑3、掌握Python语言，并进行数据挖掘和分析4、掌握机器学习算法数学原理、图像识别与自然语言处理5、掌握深度学习经典网络架构及各大框架使用方法,1.0,0.0,0.0,0.0,0.0,0.0,0.0
466,人工智能应用工程师,人工智能,11000.0,深圳蓝胖子机器人有限公司,深圳,0.0,无,人工智能应用工程师岗位职责1.负责算法产品测试相关工作。2.对客户进行产品说明和技术支持。3.建立并维护良好的客户关系。4.负责协调客户与产品研发部门的技术交流与沟通。任职资格1.本科以上计算机相关专业，熟悉Linux测试环境，脚本语言python，基本网络命令ssh。2.具有良好的学习能力，沟通能力和团队协作精神，有较强的抗压能力，较强的逻辑思维，具有较好的数据分析能力。,1.0,0.0,0.0,0.0,1.0,0.0,0.0
467,人工智能专家,人工智能,60000.0,广州汇智通信技术有限公司,广州,3.0,博士,一、岗位工作范围和职责：1、开展深度学习等相关领域研究和开发工作；2、负责或参与深度学习框架搭建，包括机器学习算法和系统研发；3、支持公司相关产品的深度学习模块研发；4、跟踪及研究深度学习前沿技术。二、专业知识和技能要求：1、 机器学习、深度学习、人工智能等相关专业名校博士；2、 熟悉常用深度学习框架（如Tensorflow或Mxnet等）；3、 精通至少一种技术语言，包括但不限于C/C++、python等;4、 善于分析和解决问题，有较强的学习能力，良好的团队合作精神。三、符合以下某一条件者优先：1、有CV、NLP等相关领域全球领先企业的工作经验和实际工程项目经验；2、在世界顶尖会议AAAI、CVPR、ICCV、ECCV、ICML、EMNLP等发表过文章。四、公司福利：1、全年年收入约14.5个月工资，另外约有1.2万左右的现金福利；2、六险一金，员工年度健康福利体检；其中住房公积金按照月度工资总额的12%购买；3、五天7小时工作制，带薪年假、各类法定节假日、有薪假及出差探亲假等；4、各类过节福利、节日礼品、生日礼品、慰问品等；5、差旅费、差旅津贴、业务招待费、通讯补助、用餐补助、保密补贴等；6、每月不定期暖心下午茶，部门不定期旅游、聚餐；7、公司设有健身房、篮球场、乒乓球室、壁球室等休闲设施，并定期组织各类业余活动。,1.0,1.0,1.0,0.0,0.0,0.0,0.0
468,人工智能实习生,人工智能,3750.0,博奥生物集团有限公司,北京,0.0,硕士,岗位职责：从事生物医学监测和医学影像、病理图像等相关的算法研究，负责AI算法和图像算法的开发及优化。 岗位要求：1、熟悉深度学习、机器学习理论及实践应用的算法，了解自然语言处理、模式识别、数据挖掘等技术，相关专业硕士以上学历。2、了解深度学习模型的优化。3、熟悉传统图像识别算法的设计开发，能使用MatLab、C++编写图像算法者优先。4、熟悉掌握深度学习框架平台Tensorflow、Caffe等的安装使用，在各个框架下有应用实践者优先。5、熟悉C++、Python、Linux等编程语言开发。,1.0,1.0,1.0,0.0,1.0,0.0,0.0
469,(高级)数据科学家/人工智能专家,人工智能,25000.0,上海药明康德新药开发有限公司,上海,5.0,硕士,"工作职责:1 Provide data analysis and up-to-date research in AI technologies for real-world applications;2 Formulate big data and AI problems, design and build pipelines to meet various business needs in a real-world setting;3 Perform real-world (big) data analysis using machine learning and AI methods with specialization in one of the following areas:?	Data science: data cleansing,  transformation and normalization, association analysis, data mining (prediction, classification), time series analysis, workflow optimization, visual analytics (business intelligence);?	AI/Machine Learning: supervised/unsupervised/reinforcement (MCTS)/transferred learning, deep learning (cNN, rNN, LSTM, GAN), AI applications in automation?	Natural Language Processing (NLP): machine translation, semantic analysis, content digest, text mining, knowledge graphs, interactive/visual NLP systems;4 Take ownership and complete big data & AI projects with business partners, coordinate with engineers, and IT to make scalable big data and AI deployment;5 Analyze and share cutting-edge big data and AI technologies related to businesses, promote big data & AI results and best practices across businesses任职资格:1 Master/PhD in STEM or related areas (data science, AI, machine learning, operational research, biomedical engineering, biostatistics) with (preferably industrial) experience in data analysis;2 Excellent problem analysis and solving skills with outstanding communication and teamwork capability, good sense of data and outstanding research capability;3 Hands-on experience in real-world data analysis applications with competency of building practical data analytics pipelines with result visualization (using Python, R, Java, NoSQL, etc.), and knowledge in (deep) learning frameworks (Tensorflow, Pytorch, Spark, AutoML, RapidMiner, Weka, etc.) preferably hands-on experience;4 Experience in visual analytics (D3, AngularJS, processing, Silverlight, etc.) and business intelligence tools (Tableau, Qlik view, Sisense, MS BI, etc.) is a plus;5 Knowledge in operation analytics, optimization in pharmaceutical and clinical domains is preferred;6 Familiarity with clinical informatics & analytics, drug development, biology,",1.0,0.0,1.0,1.0,0.0,1.0,0.0
470,人工智能、自然语言处理架构师,人工智能,33500.0,中国电子科技集团公司第十五研究所（华北计算技术研究所）,北京,0.0,硕士,岗位职责：1. 从事人工智能、深度学习、智能决策技术在智能文本处理领域NLP的算法研究和系统开发工作；2. 负责领域知识图谱构建，研发大规模知识图谱半自动/自动化构建方法及其对NLP领域中的技术应用；3. 负责语音识别、对话式工作助手、文档处理等智能应用研制；4. 推动合格有效的AI算法到公司各产品中，完善产品功能；5. 参与人工智能项目论证与申报工作。任职要求：1. 计算机类相关专业，硕士研究生及以上学历，博士学历优先；2. 熟悉深度学习、人工智能、机器学习等技术在智能文本处理领域的应用；3. 熟悉Tensorflow，caffe等主流深度学习框架，能够独立完成软硬件框架搭设与模型训练；4. 有3年或以上NLP处理、知识图谱、深度学习领域工作或实习工作经验，曾在类似项目中担任技术牵头或核心研发经历者优先；5. 精通Python/Java等编程语言中的一种或多种，快速编程能力强；6. 善于快速学习新知识，良好的表达和沟通能力；7. 工作认真负责，严谨细致，有良好的创新意识和团队精神。,1.0,0.0,1.0,1.0,0.0,0.0,0.0
471,人工智能专家,人工智能,35000.0,沈阳皇姑协和中医门诊部,沈阳,1.0,本科,出色的人工智能专业经验（医疗方向）1、有自主学习能力和大数据分析能力优先。2、有人工智能实际项目经验者优先。2、有智能客服、智慧运营方向的项目经验者优先。3、期刊上发表论文、相关国际比赛获奖、有相关专利者优先。岗位要求：中级以上职称，丰富的实践经验。月薪（专职）20000-50000元（经考核后录用） 2.本科学历，有工作经验者优先。待遇可以面议。主要数据挖掘及人工智能。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,数据挖掘及人工智能开发工程师,人工智能,15000.0,天津市网络技术研究所,天津,2.0,硕士,任职要求：1、数学功底扎实，具备数据挖掘技术、人工智能、机器学习、神经网络、智能识别、统计分析等方面的理论基础和实践经验；2、有较强的数学和编程能力，熟练掌握C/C++、Java、Python等常用编程语言中的一种以上；3、思路清晰，思维敏捷，主动性强，快速的学习能力，责任感强及良好的承压能力，沟通及表达良好，并有良好的团队合作意识；4、有大型分布式数据挖掘框架（ElectricSearch、Hadoop、Spark、Storm等）开发经验者优先；5、具有人工智能相关产品设计和开发经验者优先；岗位职责：1、负责数据挖掘与人工智能技术的研究和开发工作，包括机器学习、智能控制、知识应用、智能决策等技术的研究；2、负责人工智能解决方案设计和技术研究，参与相关产品的原型验证和开发，按照开发流程编写相应模块的设计文档；3、为客户提供相关产品和解决方案咨询；,1.0,1.0,0.0,1.0,0.0,1.0,1.0
473,博士后-人工智能OTT行业,人工智能,45000.0,康佳集团股份有限公司,深圳,0.0,博士,						岗位职责:1、研究自然语言处理技术和深度学习算法，结合实际业务需求与数据，实现语义理解、信息抽取、情感分析等；2、研究信息抽取算法，从半结构化或无结构的大数据上构建知识图谱；2、基于用户行为数据及知识图谱，实现个性化内容推荐； 任职资格:1、计算机、数学、人工智能或相关领域，最近三年在国内外获得博士学位或将于2019年毕业的博士研究生，具有与研究选题相同与相近的专业背景；2、了解主流的机器学习算法、深度学习算法、主流的开源深度学习框架；3、了解大数据spark、hadoop集群开发；4、了解C/C++或Java，可使用下列任意一门脚本语言Shell/Perl/Python/R/scala等；5、强烈的敬业精神，善与人合作；6.具有良好的政治素质和道德修养，遵纪守法，身体健康；7.具备全脱产在本站从事博士后研究工作的条件。,1.0,1.0,0.0,1.0,0.0,1.0,1.0
474,人工智能平台区域销售,人工智能,5250.0,山东立创信息技术有限公司,济南,2.0,本科,岗位职责：1、负责公司产品在相关区域及行业的推广与销售；2、广泛搜集行业客户信息，建立完善客户档案，完成相关报表；3、与客户建立良好关系，维护客户关系，以维护企业形象，并充分挖掘客户需求；4、具备独立运作项目的能力，深刻理解客户需求和公司产品、服务的特点，签订符合双方利益的商业合同；5、负责销售区域内或行业销售活动的策划和执行，完成销售任务。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,iOS开发工程师（人工智能）,人工智能,10000.0,上海看看智能科技有限公司,上海,2.0,本科,"根据需求在IOS移动端进行APP的设计与开发；2.参与项目的产品设计、分析、开发以及维护；3.参与移动端的接口开发，架构设计；岗位要求:1、本科及以上学历，两年以上iOS APP开发经验，掌握Swift，能够独立开展工作2、熟悉ObjectiveC,Swift，熟悉Cocoa设计模式，深入理解MVC MVVM等；3、对性能优化、内存优化有一定经验4、精通常用软件架构模式，熟悉多线程，网络编程（Socket、http/web service）等；5、能独立开发App, 熟悉发布流程 ；6、熟悉常用的设计模式、接口封装、模型创建等，具有良好的编程习惯7、具备2~3个IOS完整项目开发经验者优先。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,人工智能算法工程师,人工智能,15000.0,郑州安图生物工程股份有限公司,郑州,2.0,本科,"岗位职责：1. 负责人工智能在医学领域的相关技术的研究与应用； 2. 跟踪业界最新进展，了解新技术突破情况； 任职要求：1、本科及以上学历，数学，计算机等相关专业，有2年以上工作经验；2、至少1年人工智能相关工作或研究经验,具有至少一个AI应用项目开发经验；3、熟悉分类，聚类，回归等机器学习，深度学习算法，有较强的数学基础，在算法，数据结构，C++/Python编程方面有相关经验；4、深度学习框架TensorFlow/keras、Caffe、PyTorch和MXNet等至少熟悉一种，熟悉 Linux 环境开发；5、熟悉深度学习基本理论 (CNN\RNN\SSD\YOLOv3等至少熟悉一种)与机器学习常用算法；6、学习能力强，有责任心，具备良好的沟通能力和团队合作精神；",1.0,1.0,1.0,0.0,1.0,0.0,0.0
477,业务发展总监(人工智能),人工智能,7000.0,聚优库（济南）信息技术有限公司,济南,0.0,无,，对业务发展部门业绩负责；2，根据公司战略，制定业务发展部门年度工作计划，并领导实施；3，基于财务政策，控制业务发展部P&L；4，维护现有的大客户商业关系，开拓业务发展生态链；5，传递企业文化，管理部门团队，不断提高部门生产力；6，保持对行业变化的敏感性，基于市场环境及时做出相应的业务策略。任职资格1，本科以上学历，MBA优先；2，优秀的团队管理，业务开拓能力，善于沟通和团队协作；3，具有人工智能行业两年以上工作经验者优先。优秀者公司提供期权奖励,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,AI/人工智能工程师,人工智能,15000.0,瑞泰信息技术有限公司,苏州,0.0,本科,"利用图像处理、机器学习、深度学习、NLP等AI技术支持公司的AI相关应用场景的研发。2.负责AI相关的研究及开发、推广、整合等3.支援公司相关业务的AI相关研究。岗位需求：1、计算机或相关专业本科及以上学历，或者数据学、统计学等相关转移。。2、对在以下至少一个领域有深入的研究：（1）掌握统计机器学习、计算机视觉、NLP等某一领域（2）熟悉和掌握Java，C#等后端语言，或者脚本语言编程(如Shell,Python,R等）（3）至少熟悉Caffe、Tensorflow、MxNet、Torch等一种深度学习框架。（4）热爱计算机软硬件相关、对新事物新技术充满好奇心。",1.0,1.0,1.0,1.0,0.0,0.0,0.0
479,人工智能,人工智能,17500.0,北京瑞联网络科技有限公司,北京,0.0,无,了解机器学习，深度学习等智能算法；熟练掌握机器人基本控制算法；具有足式机器人智能控制算法开发个人应用经验,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,人工智能算法工程师,人工智能,20000.0,浙江舞台设计研究院有限公司,杭州,3.0,硕士,面向大数据，进行通用AI技术研究、AI产品模块设计及实现。 岗位要求 ：1、人工智能、自动控制、机器学习、图像处理、模式识别、自然语言处理等相关专业，211 985硕士以上学历，博士优先；2、 从事过自动化控制、交通等领域数据分析、机器学习方法相关科研或工程项目；3、 具有良好编程和数学基础，熟悉Python开发语言； 4、熟悉主流的机器学习或优化算法，如推荐算法、回归方法、svm、数学规划等；5、 具有深度强化学习， 有机器学习算法工程应用、智能交通系统开发经验者的优先考虑；6、具有自主学习力、自我驱动力和良好的团队合作精神和沟通能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
481,人工智能工程师,人工智能,,上海妙文会展服务有限公司,上海,0.0,本科,岗位职责：1、有人工智能产品（图像、语音识别等）设计经验；2、负责项目的系统设计和开发工作；3、调研新的、好玩的深度学习技术功能，并应用于展项上；岗位要求：1.计算机、图像处理等相关专业本科以上学历；2.熟悉机器学习法相关算法；3.熟悉Python语言，熟悉PyCharm开发环境；4.熟悉机器视觉相关知识；5.熟悉TensorFlow、Caffe等深度学习开源框架优先；6.有人工智能产品、设计经验者优先；7.有很好的自学能力，能积极主动地去学习算法类相关知识，有一定分析问题、解决问题的能力，具有良好的团队合作能力、语言表达能力及英文文献阅读能力。,1.0,0.0,1.0,0.0,0.0,0.0,0.0
482,(ID212435) 人工智能医药公司_项目管理主管,人工智能,12500.0,上海任仕达人才服务有限公司,北京,2.0,本科,岗位职责：      1. 负责公司整体翻译项目的管理及项目管理专员的培训和管理；      2. 负责客户售后沟通、收集客户意见及反馈，促进团队业务的提升；      3. 负责与重要客户的沟通协调，在满足客户要求的同时，与内部翻译团队商定合理的项目时间表；      4. 负责与内部翻译团队进行翻译项目以及内部翻译资源的协调沟通；      5. 负责与财务部门沟通管理项目费用结算；      6. 为直线经理提供定期项目汇总分析，支持翻译商务拓展；      7. 完成直线经理交办的其他工作；      岗位录用条件：      1. 具备一定的团队管理经验和能力；      2. 具备较强的服务意识和客户关系维护能力；      3. 具备较强的沟通交流能力及责任心；      4. 具有较强的统筹规划以及项目把控能力；      5. 具备优秀的学习能力与执行能力，工作认真、有责任心、态度积极主动；      6. 具备一定的医学、药学以及相关知识体系背景，了解新药研发、临床研究、药品注册、药品申报流程，对制药行业有一定了解，对药品行业相关信息有理解能力者优先，语言、工商管理背景综合条件优秀者也可以优先考虑；      7. 高度践行企业价值观，并积极影响他人。      试用期标准：      1. 保证整体项目的外部沟通、协调和管理，客户投诉率低于5%；      2. 保证整体项目的内部沟通、协调和问题处理，内部投诉率低于5%；      3. 按时、保质保量更新项目汇总表，关注汇报客户动态，调整      4. 熟悉各类文件类型以及相关技术背景，例如临床研究方案、临床研究报告、知情同意书、病例报告的中英翻译，做好预分析，有效提高工作效率和质量；      5. 与翻译团队成员保持良好沟通，积极提问；      6. 每周总结本周完成的项目；,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,人工智能算法工程师-数据分析师,人工智能,16000.0,南京莱斯信息技术股份有限公司,南京,2.0,本科,"、社招需要有2年及以上工作经验；1、有统计学、应用数学基础。熟悉基本的算法模型，熟悉数据分析基本理论；2、能独立完成从数据收集、ETL、算法选择、模型建立、交叉验证的数据分析流程；3、有一定的编程基础，熟悉R、Python、Java、Scala中的一种或多种，熟练掌握PL/SQL，能针对Oracle、Mysql、Hive等数据库编写简单的数据提取、转换、统计类脚本；4、熟悉机器学习理论，会用Tensonflow、Keras、Caffe中的一种或多种，熟悉神经网络模型并对FFNN,CNN,RNN深刻的认知。",1.0,0.0,0.0,1.0,0.0,0.0,0.0
484,2621HI-人工智能技术经理,人工智能,29166.67,平安好医投资管理有限公司,上海,5.0,本科,"						1.有自己的技术专长领域，能组织团队针对某些课题快速展开算法或技术的研究，对项目落地提供技术支撑;2.研究促进医疗业务发展的新技术，包括人工智能、大数据、区块链、云计算、物联网，不断寻找和业务的结合点;3.针对某个落地场景，将算法或技术研究的结果整理为详细方案、代码、模型、demo等;4.和业务及项目部门沟通、培训，支持方案在项目中的落地应用;5.根据项目需要下沉到项目中，负责智能科技相关的开发和实施;6.项目落地后，总结经验，更新相关课题资产，形成闭环;  任职资格：1、至少熟悉一种深度学习训练工具(Tensorflow,Troch等)，具备一定的架构能力2、扎实的编程功底，精通Python，C/C++其中一种语言3、熟悉Linux系统以及shell等脚本语言4、具备较强的逻辑思维能力、文档编写整合能力5、熟悉机器学习、模式识别等领域的算法6、5年以上工作经验7、全日制本科及以上学历，计算机相关专业8、良好的沟通能力、团队合作精神,优秀的学习能力、分析问题和解决问题的能力9、有数据挖掘、机器学习类项目经验的优先10、有医疗相关项目经验的优先																		",1.0,1.0,1.0,0.0,1.0,0.0,0.0
485,人工智能教师/Steam教师/少儿编程老师/课程开发,人工智能,9000.0,深圳前海超凡一佰智才科创文化教育有限公司,深圳,0.0,本科,"						招聘:Smart-100前海超凡一佰从事AI人工智能Stem教育，目前与香港澳门深圳120+所中小学合作，招聘专职老师。要求：1、有编程基础（至少掌握C语言、C++、Java、Python等其中一门语言）2、有教师资格证（学科不限）3、热爱教育事业，性格活泼开朗，有亲和力4、85后（没有年龄歧视，就是希望老师更贴近学生）5、专业优选：计算机专业、理工科毕业；6、有创客类项目技能基础（单片机、Arduino、3D打印、激光切割、电子电路设计等）经验者优先录取。男女不限，福利：1、底薪4K-8K,课时费40-80元之间，优秀者可协商。2、五险一金。3、有良好的继续教育学习平台。4、有派往香港澳门出差培训机会。（因此会粤语优先）5、定期团队建设活动（旅游、聚餐等）",1.0,1.0,0.0,1.0,0.0,0.0,0.0
486,人工智能实验室-机器人系统软件,人工智能,10416.67,巴敦宣堡（嘉兴）新材料有限公司,嘉兴,0.0,无,"设计并实现机器人系统软件架构2. 负责系统软件的定制和实时性优化；3. 机器人自主模式的架构开发4. 设计软件架构保证系统的稳定性／性能／安全5. 客户端网络组件的开发与维护6. 业务系统的开发1. 精通Linux平台下C++开发，精通STL,熟悉Boost2. 熟悉lua，python等脚本语言，熟悉嵌入执行脚本与代码下发的机制。3. 熟悉多线程开发,熟悉设计模式，参与过大型项目的系统架构搭建4. 能使用CMake、GIT等工具在Linux平台完成开发任务。5. 熟悉QT，OPENGL界面开发的优先。6. 熟悉SSE，NEON指令集优化的优先。7. 熟悉ffmpeg视频开发优先8. 熟悉ROS系统优先",1.0,1.0,0.0,0.0,1.0,0.0,0.0
487,教学副院长（人工智能）,人工智能,9000.0,河北东方学院,廊坊,0.0,本科,"岗位职责分管学院本科教学管理,协助院长做好科研管理工作。1、分管学院师资队伍建设,审批教师进修及攻读硕士、博士学位工作。2、分管学院每年招生计划的拟定工作。3、分管学院教研资料建设。4、分管教学、实习基地的建设工作。5、分管学院内部财务的监管工作。6、协管学院学科建设工作。7、协管学院学生第二课堂工作。8、拟定学院科研管理的规章制度、科研规划,提交学院党政联席会讨论后组织实施。 9、分管学院社会化服务、科研成果转化及创收管理工作。任职资格1、具有硕士学位，博士学位者尤佳；有海外学习或工作背景优先；2、具备良好的协调沟通能力和语言表达能力；具备良好的英文沟通能力；3、具有副高级以上职称。4、计算机相关教育背景。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,（人工智能产品中心）单片机软件工程师,人工智能,9500.0,广州畅驿智能科技有限公司,广州,0.0,大专,"岗位职责：    1、负责物联网相关产品的软件研发，以单片机为主要工作平台；2、负责相关产品的软件研发跟测试；3、负责相关产品的软件文档编写；                任职要求：    1、3年以上工作经验，大专以上学历，计算机、电子类相关专业。2、有丰富的无线产品调试经验，如433MHz,2.4GHz通信，wifi，蓝牙通信等；3、熟悉51，CM0/CM3（如stm32）等内核的单片机开发，并至少有一款产品已经量产；4、熟悉信号采样与调理，熟悉Zigbee、WIFI相关知识，并用模块开发产品，能软件控制与采集传感器数据。5、了解电子电路基本知识，精通C语言程序设计，具有良好的编程思想。6、熟悉各种总线的驱动开发，例如Uart、I2C、SPI、CAN、RS485、以太网等。 7、有物联网产品开发经验，智能家居产品开发经验优先。",0.0,1.0,0.0,0.0,0.0,0.0,0.0
489,人工智能工程师,人工智能,7500.0,洛阳名特智能设备股份有限公司,洛阳,2.0,本科,"、负责公司产品的人工智能开发领域研究和实现；2、搭建人工智能相关框架。任职要求：1、本科及以上学历，985/211高校优先，人工智能相关专业；2、熟悉深度学习开源平台,如Torth、CaffeTensorFlow等,并至少有一个平台上项目开发经验；3、熟练程序设计语言及软件应用。",0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,人工智能机训师,人工智能,7000.0,百可录（北京）科技有限公司,北京,2.0,大专,工作职责：1、负责智能机器人业务场景的设计与构建；2、负责智能机器人效果的持续优化工作，通过数据评估、模型优化等提高智能机器人效果指标；3、通过日常交互，透过数据和业务分析，挖掘客户痛点，聚焦影响客户体验的产品端的问题，反馈并推动产品技术上线；4、负责行业知识库的丰富与积累。岗位要求：1、对AI感兴趣，了解机器人产品运作的逻辑；2、全日制本科及以上学历，计算机、数学等理工科专业优先；3、有1年以上客服（金融/保险/教育/房地产/快递行业）从业经验者优先；4、具有良好的学习能力、逻辑思维能力和沟通表达能力；5、具有高度的责任心和耐心，具有团队合作精神，主动性强，善于自我驱动和自我挑战。,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,人工智能-渠道专员,人工智能,5250.0,重庆昭信教育科技集团有限公司,重庆,1.0,大专,、开拓及维护重庆市各小学渠道 ；与各小学领导，相关负责人接洽业务合作；2、对各小学进行人工智能技术水平测试进行宣传；3、负责接洽人工智能培训机构，与培训机构建立合作关系； 3、协助人工智能技术水平测试考试工作；任职资格：1、大专及以上学历、喜欢销售工作； 具有良好的表达沟通能力，善于与人交流； 2、具有较强的亲和力，办事灵活，形象好，喜欢和人交流； 3、为人正直，能吃苦，工作仔细，责任心强；,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,人工智能（AI）销售主管,人工智能,10000.0,上海热元文化传播有限公司,上海,3.0,大专,"【上海热元】诚聘优秀有梦想的精英一起创富！岗位职责：1、挖掘并跟踪潜在客户，介绍并销售产品及服务；2、利用多元化的沟通方式进行产品销售，3、根据客户的不同需求，有针对性的为客户设计及推销合适的产品和服务；4、带领团队完成每月既定的销售指标；5、完成销售部其他相关事宜；6、。任职资格：1、大专以上学历,有互联网工作经验或有教育 招商加盟婚纱TO B端的资源可适当放宽要求；2、有商务谈判、电话销售、网络销售及面销等销售经验；3、电脑操作熟练、善用网络资源；4、良好的职业道德、职业操守及团队合作意识，具备良好的人际沟通能力。工作时间：周一到周五早上9：00-下午18:00工作地址：上海嘉定区金沙江西路1555弄慧创国际C1区5号楼2楼",0.0,1.0,0.0,0.0,0.0,0.0,0.0
493,人工智能算法工程师,人工智能,15000.0,浙江银江研究院有限公司,杭州,2.0,硕士,"岗位职责面向大数据，进行通用AI技术研究、AI产品模块设计及实现岗位要求 人工智能、自动控制、机器学习、图像处理、模式识别、自然语言处理等相关专业，硕士以上学历；从事过交通、医疗、司法领域数据分析、机器学习方法相关科研或工程项目；对交通、医疗、司法行业有深入理解；具有良好编程和数学基础，熟悉Python开发语言；熟悉主流的机器学习或优化算法，如推荐算法、回归方法、svm、数学规划等；具有深度强化学习，LSTM, Neural Networks,  CNN, RNN等相关经验者的优先考虑；熟悉TensorFlow、PyTorch、Caffe等一种深度学习开源框架的优先考虑；有机器学习算法工程应用、智能交通系统开发经验者的优先考虑；优秀的英语阅读理解能力；具有自主学习力、自我驱动力和良好的团队合作精神和沟通能力；具有论文、专利、竞赛成功的优先考虑。",1.0,0.0,1.0,0.0,0.0,0.0,0.0
494,人工智能工程师/AI工程师,人工智能,22500.0,深圳市华威斯科技有限公司,深圳,2.0,硕士,、对深度学习有相当工作经验3、熟悉OpenCV和深度学习软件框架，如TensorFlow，Keras，Torch或Caffe。4、有C / C ++和Python的丰富知识。5、有GPU编程方面经验者优先。6、Git或Subversion的工作经验职能类别：										算法工程师																			仿真应用工程师									关键字：AI深度学习OpenCV,1.0,1.0,1.0,0.0,0.0,0.0,0.0
495,人工智能开发工程师（人脸识别）,人工智能,11500.0,江苏十月中宸科技有限公司,无锡,1.0,硕士,"岗位职责：1.根据公司自动化装配解决方案的定位，开发对应的人工智能技术架构；2.搭建能够用于工作站或者线体上的人工智能算法，给客户提供自动化装配的产品；3.负责核心代码的编写与调试，完成人工算法的实现。职位要求：1、硕士以上学历，电子工程，数学，计算机，信号处理、智能控制,机器视觉,电子信息等相关专业优先，一年及以上经验；2、能利用OpenCV 进行特定物体识别的设计；3、熟悉图像识别、特征检测、深度学习算法和理论、良好的数值分析专业背景，精通Python语言；4、熟悉物体（行人、车辆、人脸、通用目标）检测、跟踪与识别算法，熟悉图像理解（分类、分割等）、视频分析算法；5、熟悉计算机图像处理,通过CCD或摄像头信号进行图像处理进行目标对象识别；熟悉CNN，RCNN，FRCNN，BOOST，SVM其中至少一种，并且有实战经验；精通Caffe、MxNet、Tensorflow、Cuda-convnet、Torch等任一种深度学习开源框架6、有较强的学习能力和实际动手能力。有人脸识别，机器人，运动识别，双(单)目立体视觉等方面的研发经验者优先 。",1.0,0.0,1.0,0.0,0.0,0.0,0.0
496,人工智能中心实习生,人工智能,,爱驰汽车,上海,0.0,本科,工作职责：1、主要面向应用框架开发、Java消息中间件、高性能Java网络服务器；-Java网络编程、Web应用开发，Java应用服务化，分布式集群通信技术等2、能踏实完成带教人或者公司安排的任务；3、每周汇报带教人工作内容和制定未来工作计划；任职资格：1、有java基础2、对面向对象的编程的思想有一定的理解，并能够进行简单的建模设计；3、较强的学习能力和适应能力；对技术有强烈的兴趣，热爱新技术；4、会基本的office编辑和操作能力；,0.0,0.0,0.0,1.0,0.0,0.0,0.0
497,人工智能算法研究员,人工智能,45000.0,深圳市挺好网络有限公司,深圳,3.0,硕士,"人工智能算法研究员  20-60K/月 岗位职责：1.利用最新的机器学习、深度学习、人工智能等算法加速药物开发的进程，包括新靶点的挖掘、小分子结合活性的预测以及先导化合物的优化等；2. 对相关的数据进行整合和分析，并且参与搭建整个新药研发的计算平台；3. 密切关注计算化学、云计算和人工智能等前沿技术在药物开发研究中的应用前景。 任职要求：1. 博士学历，应用数学、统计学、计算机科学等专业背景，有计算化学项目经验的优先考虑；2. 对机器学习算法、神经网络和强化学习等有理论上的知识和实际应用的能力；3. 熟练使用有比较完整的人工智能算法开发的项目经验。4.熟悉 Python 、C/C++等语言, 有良好的编程习惯",1.0,1.0,0.0,0.0,0.0,0.0,0.0
498,人工智能业务专家,人工智能,27500.0,北京柯莱特科技有限公司,北京,0.0,无,岗位职责：1、负责人工智能领域前沿技术的研究与实现；2、参与人工智能、深度学习基础平台的选型、框架搭建和研究；3、结合零售门店业务场景，积极探索人工智能和机器学习的应用，并提供产品或技术解决方案。岗位要求：1、硕士及以上学历，计算机、数学、自控等相关专业，研究方向为语音、图像、NLP的优先；2、较强的英文文献阅读理解和研究能力，可独立完成文献查阅和算法实现；3、熟练掌握深度学习平台（如TensorFlow、Caffe、Theano等）的使用；4、有深度学习模型框架（如cnn、rnn、Istm、fcn、VGG16、resnet等）使用经验；5、具备缜密的逻辑思维，执行力强，责任心突出，积极主动，善于协调和沟通，能承担压力。,0.0,0.0,1.0,0.0,0.0,0.0,0.0
