,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Android,App,Web,Css,Java,Javascript,C,Js
500,Web前端开发工程师,移动开发,7000.0,上海佐标智能科技有限公司,上海,1.0,中专,职责:1.依据产品需求，可以自行设计和实现UI (HTML、CSS界面美化)2.以前后端分离的开发模式，实现前端业务逻辑要求:1.掌握 HTML、CSS、JS 开发2.有一定的审美，可以自行设计和实现UI3.熟悉 TypeScript4.熟悉异步流程，熟练掌握Promise5.熟练使用 Git、 NPM 等工具6.良好的代码风格7.能独立进行混合式移动开发，有移动前端屏幕适配及应用的实际开发经验8.熟悉网站页面性能优化以及浏览器兼容9.相关专业者优先本岗位必须有至少1年实际项目经验,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
501,微信小程序开发工程师,移动开发,9000.0,深圳商虫云网络有限公司,深圳,2.0,大专,"岗位职责：1、负责微信小程序的开发和维护工作，熟悉微信平台接口及微信小程序功能研发；2、配合后端完成接口调试、独立开发微信小程序公用模块以及相关业务需求；3、根据业务需求，设计并实现技术解决方案。4、参与产品开发并参与讨论用户体验。5、负责微信小程序上线后的优化和迭代开发。 任职资格：  1、专科及以上学历，2年及以上前端研发经验；2、精通HTML5、CSS3、JavaScript前端技术，熟悉常见JS开发框架（如：React、Vue等），能根据项目需求完成前端功能实现;3、有成熟的小程序产品,有微商城开发、微信支付等经验者优先;4、熟悉前端性能优化，并对用户体验、可用性、易用性以及UCD的设计理念有一定理解和研究；5、了解java,node.js优先,能与后台开发有效好的配合，配合后端完成接口调试；6、有移动开发工作经验优先。 7、有强烈的责任心，工作积极主动，具有很强的沟通表达能力及团队合作精神。",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
502,技术总监(J10418),移动开发,17500.0,有米科技股份有限公司,广州,5.0,本科,工作职责:1、 负责公司平台的核心功能开发及团队管理相关工作，制定开发流程、开发计划，带领团队完成开发目标，对编码质量、进度、规范等负责；2、 负责定义公司产品的技术路线和技术框架，确保技术的适度先进、产品稳定安全、可扩展性强；3、 参与产品方案设计、核心代码编写、设计文档评审、代码评审等工作。4、 负责公司技术团队梯队化建设、管理，注重人才培养和营造创新的研发文化。任职资格:1、 计算机相关专业，本科或以上学历，5年工作经验以上；2、 具备扎实的php语言基础、精通laravel等开发框架；3、 熟悉Nginx/Apache、Redis/SSDB、MySQL/MongoDB的部署、使用和性能优化；熟悉Redis等技术，具备项目运用经验；4、 熟悉JavaScript等主流框架，如jQuery，VUE等，具备项目运用经验；5、 熟悉多线程、高并发、大容量、分布式等技术；6、 具有教育类项目开发经验或者sass化平台经验优先考虑；7、 2年以上的开发团队管理经验，在CMMI3级以上企业管理过包括服务器开发、前端开发、移动开发在内的团队；8、 有强烈的责任心，优秀的表达能力，沟通能力及领导能力，较强的学习和理解能力，思路清晰，善于思考，能带领团队分析和解决问题。,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
503,高级iOS开发工程师,移动开发,17500.0,招联消费金融有限公司,深圳,3.0,本科,						岗位职责:1. 负责iOS App基础框架的设计、开发和优化；2. 负责iOS App重点、难点技术攻坚和兼容性问题解决，沉淀iOS平台基础组件；3. 负责研究移动开发方面的新技术及其在业务开发中的推广应用。 任职资格:1. 本科及以上学历，计算机相关专业； 2. 三年以上iOS原生开发经验，有至少一款开发及上线iOS应用的经验，具备成熟的系统设计能力和经验； 3. 精通Objective-C，熟悉Swift，熟练应用跨平台开发技术;4. 熟悉App内存占用、网络、UI渲染等性能方面分析和优化的方法； 5. 具备优秀的编码习惯，对常用的设计模式有很好的认知和理解6. 具备良好的分析问题、解决问题、文档编写和推进项目进展的能力；,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
504,项目实施经理,移动开发,8000.0,武汉益杰丰科技有限公司,武汉,5.0,大专,岗位职责：1.负责整体项目规划，定义项目生命周期，制定项目预算和计划；2.负责收集并引导用户需求，了解用户期望值，对用户需求进行汇总分析，最终与用户达成一致并确认需求；3.负责跟踪用户的使用情况，了解新的功能需求，并对现有的功能进行调整、维护和优化；4.负责合理分配内部资源，协调和平衡各个方面的资源配置；5.负责持续跟踪项目进度，清楚了解并提交每一阶段应提交的成果，识别项目中存在的风险，评估、分类及排除风险，把控项目质量；6.定期/不定期召开项目组会议，协调与其他项目组之间的关系；7.完成领导安排的其他工作。任职要求：1.本科及以上学历，计算机、软件工程及相关专业，具有3年以上项目管理经验，对信息化行业或涉密行业有深刻了解者优先；2.熟悉软件开发过程和原理，至少精通J2EE、商业智能、数据仓库、统一门户、移动开发等其中一种技术；3.熟悉面向对象的设计理念并具有系统架构能力和经验；4.熟悉项目管理、软件工程、质量管理等相关知识和相关工具的使用；6.具备团队领导能力、写作能力、人际沟通协调能力、执行能力、逻辑思维能力、分析解决问题的能力；7.身体健康、能承担满负荷工作，可适应短期出差和加班。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,c/c++开发工程师,移动开发,22500.0,广州正优电子商务有限公司,北京,3.0,本科,岗位职责：1、参与公司主要产品的开发和迭代，负责功能模块的设计和C++开发；2、具有较强的理解能力和系统分析能力；3、具有较强的技术创新能力，以及性能的分析优化能力；4、具有一定工作计划能力和团队协助意识抗压性强。任职资格：1.计算机、自动化、通信等相关专业，本科及以上学历；2.精通C/C++编程，具有3年以上编程经验；3.熟悉http/https协议，熟悉TCP、upd协议；4.具备在Windows平台上进行c/C++软件开发的能力，对Android、iOS等移动开发有一定了解；5.具有良好的沟通能力、理解能力及团队协作精神，工作责任心强；  ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,iOS开发工程师,移动开发,12500.0,杭州车粒子网络科技有限公司,杭州,2.0,大专,岗位描述:1、参与需求的讨论和评审，完成业务功能与技术模块及框架的实现；2、有良好的设计意识、质量意识及代码规范意识，完成设计优化及性能优化；3、关注移动开发前沿技术，参与新技术的调研和选型。岗位要求:1、扎实的计算机以及网络基础；2、熟悉MacOSX、Xcode开发环境，熟练掌握ObjC/Swift；3、能够写出稳定易扩展的代码；4、具有良好的技术钻研能力，能够深入底层解决技术难题；5、具有良好的语言表达能力，善于与人沟通、合作，有良好的团队意识以及高度的责任心；6、具有抗压能力和快速学习能力；7、有互联网金融应用开发经验者优先；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,React前端开发工程师（基诺链）,移动开发,22500.0,上海云济信息科技有限公司,上海,5.0,本科,"工作职责根据UI/UX设计，完成界面和交互的开发与后台开发工程师配合完成Web开发和移动开发，协同解决在开发过程中遇到的问题持续优化前端用户体验，及时响应和解决问题职位要求3年以上Javascript前端开发经验精通HTML5、CSS3、JavaScript/ES6，以及常见Javascript库，如Lodash精通React、有React相关库的使用经验，如Redux，React-Router有UI库的使用经验，如antd, bootstrap, material-ui熟悉前端工程化与模块化开发了解移动端React Native开发并有实践经验的优先有较好的沟通以及表达能力，以及责任感和良好的团队合作精神加分项熟悉TypeScript移动端React Native开发并有实践经验",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
508,Java高级开发工程师,移动开发,23333.33,福建众利建设工程有限公司,广州,5.0,本科,"、根据产品功能完成相应模块的需求分析、软件设计2、负责重点功能模块的开发，确保软件性能、安全性、扩展性等达到设计要求3、负责重点功能模块的单元测试，确保软件质量4、软件的持续优化，提升软件质量5、跟进移动开发的新技术发展，积累***任职资格：1、统招本科及以上学历，计算机相关专业，具有良好的技术基础，5年以上java项目经验 2、精通Java主流技术知识，熟练掌握Struts、Spring、SpringMVC框架，具备SpringBoot、SpringCloud、微服务等相关技术者优先；3、熟悉JavaScript, 能灵活使用JQuery、VUE等框架，对JavaScript有深入的理解，掌握HTML、JSP、XML、CSS、JSON等技术； 4、熟悉软件工程规范；熟悉 UML ，熟练掌握建模工具的使用、熟悉常用设计模式； 5、熟悉Oracle、MYSQL数据库开发,熟练掌握常Weblogic、JBOSS、Tomcat等应用服务器；熟练使用Eclipse等开发工具公司福利：1、过节费：一年4个主要节日每个节日1000块。2、补贴：交通费800-1500元/月，餐费500元/月，话费300-500元/月。3、五险一金（公积金：个人和公司各缴12%；医保：除普通医保外，公司统一购买医保补充险，用于社会医保外产生费用的报销，除此之外每年还可报销药店购药大约1500元左右）。4、带薪假期：按照劳动法执行，累计工作已满1年不满10年的，年休假5天；已满10年不满20年的，年休假10天；已满20年的，年休假15天；额外每年有3天带薪病假。5、公司设有工会，每年组织旅游、体检，还会设置一些慰问卡；公司还设有各种俱乐部，金玉满堂可供员工选择，享受丰富的业余生活。上班时间：周一至周五，每天",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
509,高级开发工程师-移动端开发,移动开发,27000.0,北京神舟航天软件技术有限公司,北京,2.0,本科,岗位职责: 1、负责公司移动端产品平台的架构分析、方案设计及技术路线确定； 2、负责制定产品最优的页面前端结构解决方案，主导改进或重构核心基础模块； 3、技术方案调研和分析，并评估新技术引入及推进，解决具体实施中的技术问题； 4、负责解决开发过程中的技术难点，提升性能、质量和客户端体验； 5、负责制定和优化移动开发相关规范和标准流程、技术分享和培训，推进技术交流和新技术应用。任职资格: 1、本科及以上学历，五年以上移动端研发经验，两年以上移动端架构设计经验； 2、熟悉Android、iOS、H5开发及Hybrid开发模式 ，掌握相关框架及原理； 3、熟悉常用软件设计模式，熟悉Web前端技术，对ionic、weex、flutter、Kotlin等前端融合或跨平台技术有了解，或有相关项目经验者优先； 4、关注前端前沿技术研究，持续的优化前端体验和页面响应速度，优化代码并保持良好兼容性，提升页面的友好度和易用性；  5、有企业微信，小程序开发经验者优先； 6、有大型app开发技术路线选型经验者优先。 7、管理过 5人以上的软件开发团队，有良好的管理意识,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
510,APIcloud开发,移动开发,10500.0,浙江源态环保科技服务有限公司,杭州,3.0,大专,、使用APIcloud平台技术完成公司定制项目平台的APP客户端开发工作；2、负责使用HTML、CSS、JavaScript结合APIcloud封装的原生模块完成APP客户端的开发；3、根据产品原型与UI，完成静态页面的开发；4、根据项目API接口文档，完成接口联调和页面的功能逻辑；5、根据测试部门的反馈，完成项目中的Bug处理和优化工作；6、完成部门分配的其他工作任务，如技术文档编制、技术演示DEMO开发等；7、负责移动端应用与服务器端进行数据的通信；8、负责持续的优化前段体验和页面响应速度，并保证兼容性和执行效率；9、配合团队解决开发过程中的问题和难点。岗位要求：1、大专或以上学历，有2年以上移动应用开发经验；2、精通Ionic及Augular，掌握界面适配开发技能，须有对应项目经验；3、精通jQuery、Bootstrap等前段开发技术，熟悉IONIC、APICloud、WeX5等混合式移动开发框架，对React Native具有一定了解；4、熟悉Javascript性能优化，熟悉目前主流客户端类型产品特点，技术架构，熟悉Hbuider、eclipse等主流IDE的实用，熟悉常用调式工具的使用；5、熟悉postman等接口测试工具使用以及RESTfulAPI标准，并能熟练解决前后台联调中出现的各种问题；6、熟悉Html5、CSS3、JQuery、Ajax；7、能独立完成APP开发及发布管理，具备较强的独立解决问题能力、良好的沟通能力、优秀的学习能力、良好的团队协作能力、良好的抗压能力，工作积极主动。,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
511,HTML5开发工程师,移动开发,11500.0,添光（上海）商务咨询有限公司,上海,2.0,大专,负责/参与移动客户端项目技术实现方案；2.根据产品设计，利用HTML5相关技术开发多平台上的前端应用；3.优化前端体验和页面响应速度，保证程序的兼容性和执行效率；4.有基础后台数据架构能力优先。招聘要求：1.计算机行业，相关工作经验至少2年；2.精通HTML5/CSS3，JavaScript，Ajax， Json等Web开发技术。3.熟悉移动开发，至少熟悉一种移动端H5框架；4.熟练掌握前端开发技术(HTML5、JS、JQuery、JSON、XHTML、CSS3)，了解各项技术的相关标准，并严格按照标准进行开发，熟练使用JQuery框架能与后台开发人员一起编写Ajax交互程序；5.熟悉W3C标准，对表现与数据分离，Web语义化等有深刻理解；6.熟悉各种浏览器的兼容性调试；7.对算法，数据结构以及后台语言（PHP/Java/C++/C#等）有一定了解；8.有成功项目参与经验，能够适应互联网行业高压工作，良好的团队配合能力。9.了解微信公众平台开发者优先，了解Canvas开发者优先，了解手机端H5游戏开发者优先。立即了解：http://www.tg-sh.cn/添光（上海）商务咨询有限公司（TG互动-http://www.tg-sh.cn）是一家专业的线下创意互动技术的公司，为客户提供例如互动概念设计咨询；互动展示方案咨询；互动式营销计划；交互式技术研发；安装与调试测验等服务。我们在多媒体互动领域不断创新，我们了解关于交互开发和设计的一切概念，并结合我们的技术经验，为众多行业领域提供新媒体范畴下的原创解决方案，尤其设计和制作多媒体展示方案及产品。我们的标准化产品线为客户提供价格低廉，使用方便，响应快速的互动多媒体产品，让客户能够快速部署在各种线下活动中。添光（上海）商务咨询有限公司（TG互动）是一家专业的线下创意互动技术的公司，为客户提供例如互动概念设计咨询；互动展示方案咨询；互动式营销计划；交互式技术研发；安装与调试测验等服务。我们在多媒体互动领域不断创新，我们了解关于交互开发和设计的一切概念，并结合我们的技术经验，为众多行业领域提供新媒体范畴下的原创解决方案，尤其设计和制作多媒体展示方案及产品。我们的标准化产品线为客户提供价格低廉，使用方便，响应快速的互动多媒体产品，让客户能够快速部署在各种线下活动中。,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
512,iOS软件开发工程师,移动开发,9500.0,上海蜂阁信息科技有限公司,杭州,1.0,大专,"你将负责：1、iOS终端（包括iPhone，iPad等）应用程序设计、开发、测试与维护2、负责iOS终端应用程序相关开发文档的编写整理3、与服务器端进行接口定义与对接4、能理解平台需求、设计文档，并有效参与评审5、能编写相关设计文档，并完成高质量的代码实现和单元测试6、对所负责的模块有维护责任，及时解决出现的问题，并能解答、解决问题期待中的你：1、1年以上移动开发经验；2、熟悉ios系统及开发环境；3、有扎实的C/C++语言基础，熟悉C/C++程序开发，深刻理解指针和内存管理；4、熟悉ObjectiveC/Swift开发,熟练使用Xcode进行开发；有AppStore上线经验；5、熟悉iOSUI框架；对网络通信有较深刻的理解和经验；6、熟悉iPhone/iPad等开发工具和相关开发测试工具的使用；",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
513,IOS开发工程师,移动开发,15000.0,上海凯京信达科技集团有限公司,上海,2.0,本科,岗位职责：1. 负责APP相关产品的设计与开发和调研；2. 负责优化产品性能，保证高质量的产品交付；3. 独?承担客户端项?的需求分析、设计与实现、相关单元测试和?档书写等?作。4. 根据开发过程中的体验对产品提出改进建议，并学习和研究新技术以满足产品迭代的需求。岗位要求：1. 全日制本科及其以上学历，拥有2年及以上的移动开发经验；2. 具有扎实的计算机基础，熟练运用常用的数据结构与算法；3. 熟练使用Objective-C语言，能够熟练运用iOS框架搭建较复杂用户交互，熟悉iOS Runtime运行机制；4. 丰富的多线程编程经验；5. 对于移动端常用设计模式可以熟练运用；6. 深入理解业务场景，能根据所负责的业务和未来的发展方向，设计和评估方案；7. 优秀的团队协作和沟通能力，和兄弟团队配合共同推进业务发展；8. 有Hybird App开发经验者优先；,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
514,前端开发工程师,移动开发,12500.0,武汉鑫瑞鼎汇软件技术服务有限公司,北京,3.0,大专,工作职责1、根据产品功能完成相应模块的需求分析、软件设计2、负责重点功能模块的开发，确保软件性能、安全性、扩展性等达到设计要求3、负责重点功能模块的单元测试，确保软件质量4、配合运维人员完成现网支撑，快速定位和排查现网问题，提升现网稳定性5、在资深工程师指导下，进行软件的持续优化，提升软件质量6、在资深工程师指导下，跟进移动开发的新技术发展，积累***岗位要求1、统招大专以上，计算机、电子商务等相关专业2、有互联网平台开发经验，熟悉HTML5+CSS3页面开发，可以直接进行页面切图3、能熟练写jsp实现网站前端交互4、熟悉Jquery等主流JS框架，可以完成网站特效实现,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
515,.NET开发工程师,移动开发,5250.0,湖北亿立能科技股份有限公司,宜昌,3.0,本科,岗位职责：1、项目的需求整理，参与设计文档编写工作；2、撰写技术实现文档，数据库文档，根据需求完成模块以及程序的整合；3、进行系统设计，参与项目的编程、数据库设计、调试和模块测试工作；4、定期进行项目维护和升级；5、独立完成小型项目，设计、开发、部署、维护；6、严格执行并完成好部门分配的任务，并提交每周工作周报。岗位要求：1、3年以上.NET开发经验，熟练使用VS开发WinForm/ASP.NET应用程序。2、精通C#语言，能够熟练使用多线程编程、熟悉TCP/IP协议、接口编程；3、熟悉SQLServer或者ORACLE数据库的使用，能熟练编写SQL语句、存储过程、触发器等，了解SQL调优；4、熟悉HTML、JavaScript、JQuery、XML、CSS、Ajax、WCF、WebService等技术；5、有开发过ERP、OA、CRM、合同管理、项目管理等或者其它类似管理软件经验的优先；6、有GIS行业经验者优先。，有Android移动开发经验者优先。,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
516,Android开发工程师,移动开发,10000.0,安徽云联城市交通信息有限公司,合肥,2.0,无,"岗位职责：1. 负责android终端应用软件和组件的开发工作；2.负责新技术的探索和项目难题攻关。任职资格：1. 2年以上从事android开发工作经验；2. 熟悉各类网络协议, 熟悉无线网络特性；",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,web前端开发工程师,移动开发,7000.0,福州将神网络科技有限公司,福州,2.0,本科,根据要求编写软件、网站前端HTML，CSS，Javascript代码；2. 进行简单的前端图片处理和优化；3. 对历史代码进行维护、升级和优化；4. 整理前端开发的相关文档资料；5. 不断提高前端开发技术水平。6. 有平面设计经验优先。任职要求：1. 全日制本科及以上学历(学信网可查），二年及以上前端相关实际工作经验；2. 熟悉HTML、XHTML、HTML5、CSS3、JSON、VUE、Javascript规范；3. 熟悉Jquery，vue，NodeJs等常用前端开发框架；4. 熟悉DIV+CSS布局及响应式布局设计；5. 熟悉Ajax异步数据加载及Json处理规范；6. 熟悉IOS，Android移动开发平台特性，为WebKit内核有应用经验者优先；7.有Hbuilder，VUE移动端开发经验者优先；8.能熟练使用Photoshop等制图工具者优先；9.有跨浏览器兼容性解决经验者优先。职能类别：										Web前端开发																			网页设计/制作/美工									,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
518,移动终端开发工程师,移动开发,9000.0,杭州杭测信息技术有限公司,杭州,0.0,无,、负责Android、ios手机客户端软件的设计和研发；2、参与产品的系统架构设计，代码开发，单元测试和 bug修复工作；3、根据产品开发规范，完成相关技术文档编写；4、与产品、测试等相关人员配合共同完成产品的开发工作。5、负责根据其他系统提供的数据接口进行数据交互6、负责微信企业号\公众号相关功能接口的开发7、从用户体验出发，对ios平台产品进行优化及扩展8、完成领导安排的其他工作任职要求：1、计算机或相关专业本科以上学历，2年以上Html5移动开发经验或Android/iOS Native App开发经验开发经验；2、精通设计模式，面向对象等理论，精通AOP、IOC、MDA等开发思想；3、熟悉Android/iOS平台，熟悉Android/iOS技术体系下的开发；4、熟悉至少一种Hypbrid App的开发框架，如PhoneGap、WeX5等；5、精通HTML5/CSS/JavaScript/JSON/XML/Ajax等前端技术，熟练使用JS编写面向对象的应用程序，熟悉至少一种JS框架（jQuery、Ember、Angular等）；6、对于HTML5技术领域、新兴Web标准、Web发展趋势和移动端发展趋势有良好洞察力和极高关注度，有强烈的求知欲；7、有较强的学习和上手能力、良好的沟通能力和协调能力，思路清晰，善于思考，能独立分析和解决问题；8、责任心强，具有良好的团队合作精神；,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
519,研发工程师（.Net/C#）,移动开发,12000.0,北京东方亿思知识产权代理有限责任公司,北京,0.0,本科,完成项目经理安排的开发、维护任务2. 与团队一同参与新系统、新功能的技术方案的讨论、设计3. 与团队成员一起分析并解决软件开发过程中的问题4. 完成项目经理安排的其他相关工作任职要求：1.统招本科学历以上，计算机相关专业，英语四级及以上；2.3年以上研发工作经验，对研发有热情；3.精通.Net环境下的Winform开发；4.熟悉.Net类库，能够熟练运用Linq、Lambda表达式；5.熟练使用DevExpress系列控件；6.具有一定的数据库设计及开发经验，能够熟练编写Sql语句，存储过程，视图，函数等，了解基本的性能调优；7.熟练掌握至少一种ORM模型，如Entity Framework，熟悉ORM原理；8.熟悉C#事件、委托、反射的基本用法；9.了解多线程开发，WCF原理10. 使用过TFS管理工具；11. 具有良好的开发习惯与代码注释习惯；12. 具备良好的组织、协调、沟通能力，有强烈的责任心与团队合作精神，能够承受一定工作压力；13.对了解XAF及有B/S、混合平台开发经验者优先考虑。你可以学到以下技术：a) .Net平台下的B/S、C/S、移动开发及混合平台开发。b) Access、Oracle、MySql、SqlServer数据的基本应用c)  多数据库/混合类型数据库的开发d) 网络爬虫：网页识别、网页抓取。e) 面向服务开发（SOA）f) Windows下的多线程开发。g) 即时通讯软件的基本原理及实现。h) 与微信对接，发送、接收消息i) 邮件操作：收发、过滤j) Word、Excel表单及报表生成你还可以学到：a) 标准软件开发流程b) 需求挖掘、需求分析c) 技术预研与技术选型d) 敏捷开发流程e) 系统框架搭建f) 常用设计模式g) 软件测试思想h) 项目跟踪及风险控制i) C/S系统的打包、安装、发布、更新j) 良好的编码习惯,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,iOS高级开发工程师,移动开发,10416.67,成都这里科技有限公司,成都,3.0,大专,岗位职责：1、参与移动端的架构设计和模块设计，以及开发实现2、协助PM完成完善产品需求，提供完善的技术实现方案3、不断优化代码，提高代码模块的复用率和提升效率4、承担重点、难点的技术攻坚。 任职要求： 1、本科及以上学历，计算机、通信等相关专业，2年以上iOS开发经验； 2、具有扎实的编程功底，良好的设计能力和编程习惯； 3、熟练掌握Objective-C 和 Swift； 4、熟悉网络编程，熟悉常见的网络协议（HTTP，TCP）5、熟悉移动端常用的数据库，比如sqlite6、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力； 7、热爱移动产品研发，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新的移动开发技术。8、有自己的github作品优先考虑,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,开发经理/总监,移动开发,27500.0,上海云璟信息科技有限公司,上海,5.0,本科,"建立/管理软件团队；负责软件工程师入职后相关技术培训和考核；负责软件类的设计规范及相关技术文档编制规范的建立和持续优化；负责软件类的新技术，新工艺的选型、导入和组织验证；参与对相关的项目技术文件的评审，参与需求阶段相关技术文件的评审； 具有良好规范的编程习惯,实施代码走查工作；根据需要，参与相关的过程和客诉质量问题分析； 能承担重要核心算法的开发工作。岗位要求：  有良好的学习能力、团队协作能力，主动沟通汇报，责任心强，诚实守信；熟悉各类软件开发模式及开发流程，尤其是敏捷开发；熟悉软件设计模式；有独立解决问题的经验和能力,帮助团队解决技术难题；了解项目管理知识，了解CMMI管理体系； 5年或以上B/S的JAVA开发经验,并有带领5人以上团队的管理经验；掌握Java、Java SE和Java EE相关知识，能使用myEclipse进行Java应用开发，熟悉JSP、Servlet、Java  Bean、JDBC等设计、开发、部署以及维护等工作；精通S2SH框架开发(Struts2+Hibernate+SpringMVC)；精通Oracle、Mysql、SQL Server中至少一种，熟悉NoSql;精通HTML 5/CSS 3/Javascript等主流WEB前端技术，熟悉JQuery ,EasyUI、ExtJS、Bootstrap、Angular.js等框架；熟悉微服务架构；精通基于HTML5的移动开发技术；熟悉自动化测试技术；熟练使用Linux、SVN、GitHub等；精通面向组件的前端开发模式，对组件规划、封装工作有相关经验；精通微信开发，有前端开发框架构建，前端开发团队工作组织和管理的相关经验者优先。职能类别：										技术总监/经理									关键字：技术经理总监",0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
522,React Native开发工程师,移动开发,12000.0,追觅科技（天津）有限公司,苏州,0.0,本科,"、使用React Native和React.js进行移动应用研发2、负责React Native、React相关技术调研、基础库和组件搭建。3、持续改进移动app性能、安全性、稳定性和可扩展性；任职要求：1、一年以上移动React Natvie方向 APP开发经验2、有良好的工程化基础，有丰富的代码管理组织经验；3、精通前端技术 JS(ES6/ES7)4、能熟练运用Promise api完成各种异步操作5、用户体验至上，能准确地还原复杂的交互细节和动画效果6、熟悉React.js和React Natvie移动开发技术,至少有一个以上完整产品(已上线)开发经验；7、具有原生IOS 或 Android APP端开发经验者优先。",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
523,Web项目开发经理,移动开发,20833.33,深圳用友软件有限公司,深圳,3.0,本科,"一、岗位职责：1、负责WEB应用，移动应用项目的需求调研分析；2、根据项目需求完成系统设计和数据库设计工作；3、负责项目开发进度计划的制定和控制项目的进度与质量；4、带领团队完成项目的开发与测试，负责项目关键技术点的攻关工作；5、定期负责项目组员的代码走读工作、负责项目归档；6、辅助实施总监进行开发团队建设。二、任职要求: 1.计算机及相关专业，至少3年以上Web应用开发经验，2年以上团队管理经验；2.熟练掌握HTML5/Javascript/JQuery等前端开发技术；3.熟练掌握SpringMVC,Shiro等常用框架；对Servlet3,EJB有深刻认识；4.具有良好的系统需求分析能力和系统架构能力，熟悉规范的软件开发流程，有良好的配置管理、版本管理、代码编写习惯；5.具有良好的沟通与团队协作能力，做事认真，有责任心，有工作热情，能吃苦耐劳；6.有移动开发相关经验的可优先考虑；7.学历为本科以上，有相关资质可优先考虑。",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
524,iOS开发工程师-上海,移动开发,20500.0,小黑鱼科技有限公司,上海,0.0,本科,"岗位描述：1、负责新产品业务的功能研发和性能优化，完成高质量编码和测试工作；2、和产品配合，深度参与手机产品需求讨论，功能定义等；3、设计良好的代码结构，不断迭代重构；4、承担重点、难点的技术攻坚。岗位要求：1、本科及以上学历，计算机、通信等相关专业；2、具有扎实的编程功底，良好的设计能力和编程习惯；3、熟练掌握Objective-C，熟悉RN, Flutter，weex 等混合开发技术优先考虑；4、2年以上iOS开发经验,能独立开发iPhoneApp者优先；5、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；6、热爱移动产品研发，有较强的学习能力，有强烈的求知欲、好奇心和进取心 ，能及时关注和学习业界最新的移动开发技术。",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
525,iOS开发工程师,移动开发,8000.0,重庆大司空信息科技有限公司,重庆,0.0,本科,岗位职责：1.根据产品功能模块设计，编码实现各模块功能，保证质量和进度；2.解决研发过程中的关键问题和技术难题，修复测试提交的bug；3.确保代码编写规范以及可维护性4.保证产品的正常运行及维护升级。若出现问题需快速响应并解决任职要求：1、对Objective-C、CocoaTouch框架有深入的理解，有swift经验更佳；2、熟练掌握iOS常用开发工具、调试工具；3、了解移动开发中的内存管理、多线程、设计模式、消息通讯机制；4、能独立开发App并优化。有成功发布App的经验更佳；5、有强烈的责任心和良好的沟通；6、热爱互联网和新技术，具有极强的快速学习能力,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
526,iOS开发工程师,移动开发,11000.0,深圳市德科创科技有限公司,深圳,1.0,本科,负责iOSApp程序的研发，独立完成移动开发平台以及相关功能模块的架构设计、开发和维护工作；2.用蓝牙或者WiFi与硬件进行通讯，调试和优化。任职资格：1.计算机相关专业及本科或以上学历，1年以上相关工作经验；2.熟悉Object-C语言，具有iOS平台应用程序的设计、开发及测试能力；3.熟悉BLE以及Socket通讯；4.熟悉使用Xcode；5.具有较强的学习能力，能独立解决问题，良好的表达和沟通能力；6.有视频监控开发能力者优先。,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
527,iOS开发工程师,移动开发,12500.0,北京腾信软创科技股份有限公司,北京,3.0,本科,计算机相关本科或以上学历，三年或以上实际IOS开发经验，基础扎实，技术过硬，能独立完成开发任务，沟通、解决问题能力强。技能重点：擅长和熟悉使用技术：自动布局、SDWebimage、AFNetworking、MVVM和MVC、MJE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
