,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
527,驻点运维工程师,运维/技术支持,5000.0,杭州天与佳科技有限公司,绍兴,0.0,无,：主站图PMS专题图导入；2：主站图模调整；3：PMS异动流程审核岗位要求：1. 计算机、电力电子、电气自动化、机电等相关专业，大专以上学历2. 性格开朗，工作认真负责，擅长与人沟通交流3. 熟练应用office办公软件，具备良好的语言组织和写作能力工作时间：以新昌当地供电局为准本公司所有职位，必须是已毕业（在学信网上查询记录显示：已毕业）未领取毕业证的，请勿投递，谢谢！职能类别：										技术支持/维护工程师									,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,金蝶EAS运维工程师,运维/技术支持,8000.0,广州佳盟信息技术有限公司,广州,2.0,本科,岗位职责：1、负责金蝶EAS产品日常技术维护，主要包括：服务器操作系统维护及数据库维护；2、负责客户需求分析，系统搭建、测试，系统后期维护；3、协助负责金蝶软件产品维护及实施。任职要求：1、大学本科及以上学历，2年以上工作经验，计算机、财务或信息管理等相关专业；2、有一定的财务和ERP理论知识，或在财务、供应链、人力资源、OA等任一方面有较好的实践经验；3、学习能力强，有较强的客户服务意识，及较强的沟通表达能力和团队协作精神；4、熟练掌握主流数据库、工具软件的使用。具备使用企业管理类软件经验者优先考虑；5、有项目管理经验，或了解金蝶产品，或有行业经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,MES运维工程师,运维/技术支持,14000.0,安捷利（番禺）电子实业有限公司,广州,2.0,本科,任职要求：1、本科及以上学历，计算机、信息管理、工业自动化等相关专业；2、熟悉离散制造业生产制造模式，对车间现场生产计划管理、制造管理、生产追踪、质量管理、生产物流等有深刻理解；3、2年以上MES实施经验，至少具备一个完整的项目实施经验；4、有良好的逻辑分析能力、技术功底；5、具备良好的沟通、协调能力以及团队合作精神，善于协调合作；高度的责任心及执行力；6、有MES实施经验，至少具备一个完整的项目实施经验。职位描述：1、负责MES项目的业务调研、流程梳理、需求分析，参与方案评估以及现场实施；2、配合项目经理完成项目实施计划跟进，项目实施过程中资源协调、跟进控制与调整，确保项目进度、成本和质量符合要求。3、负责已实施MES项目的运维和技术支持，解决系统使用过程中各部门提出的问题；4、负责根据各部门用户的需求收集，评估及二次开发；5、负责完成项目实施过程中各类文档、汇报材料的编制及用户培训；6、完成领导交办的其他事务。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,软件运维工程师（央企 / 上市公司）,运维/技术支持,11000.0,天地（常州）自动化股份有限公司,常州,1.0,硕士,岗位职责：1、研发自动化运维工具；2、预排查现场问题并处理bug；3、负责对手机客户端应用、web端或应用软件进行软件测试，保证软件的质量和发布；4、按照测试流程、计划以及对软件特性的把握，编写测试用例，确保测试目的的达成；5、按月总结运维数据，并对现有系统提出改进意见；6、完成领导布置的其他任务。1、计算机、软件或相关专业，硕士及以上学历；2、从事1年以上中型项目软件研发或软件测试工作；3、了解.net4.0框架，熟悉C#语言，熟悉LINQ语法，熟悉Bootstrap，熟悉B/S开发模式，熟悉自动化测试工具的使用；4、熟练使用HTML/CSS/JS，了解Ajax；5、具有较强的自学能力、良好的口头表达能力和书面表达能力，善于沟通。薪资待遇：年薪不低于12万元，具体面议。公司提供午餐，享受五险一金、企业年金、餐贴、职称津贴、带薪年假、98后房贴、子女医疗统筹、子女学费报销等多种福利。有意者请直接从平台上投递简历。联系人：陈小姐 0519-68971651职能类别：										技术支持/维护工程师									关键字：运维软件技术支持,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,it运维工程师,运维/技术支持,5000.0,江苏昌恩电子科技有限公司,盐城,1.0,大专,"、计算机、通信或相关专业大专以上学历。2、熟悉智能化及安防工程的相关系统的安装调试3、熟悉路由交换、TCP/IP协议等,能够熟练配置华为、思科的交换机、路由器和防火墙等网络设备；4、熟悉主流数据库系统的架构、集群部署、性能优化；5、熟悉Windows Server，Linux等操作系统，对Linux具备一定的使用和维护经验6、能够熟练使用office办公软件，熟悉autocad等工程类办公软件；7、有较强的沟通协调能力、吃苦耐劳；具备经常性短距离出差的条件；8、具有较强的协调、沟通及处理问题的能力，具有良好的职业道德和团队合作精神。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,系统运维工程师（偏硬件）,运维/技术支持,9500.0,北京迎福时代数码科技有限公司,北京,2.0,大专,、协助完成IT系统基础架构的设计规划；2、负责系统硬件架构(网络、服务器以及附属设备)的实施部署、故障诊断与排除工作；3、负责Windows、Linux系统的日常运维工作；4、负责vmware虚拟化平台日常运维工作；5、承担机房的运维巡检工作；6、负责备份系统的日常维护。 任职要求：1、熟练掌握Windows、Linux操作系统的安装、操作和维护；2、了解网络、网络安全及相关服务器配置；3、了解vmware产品的安装、操作和维护；4、能积极协调第三方提供服务保障；5、良好的沟通能力，良好的职业素养及责任心；6、良好的抗压能力；7、有教育行业经验为佳。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,售后运维工程师,运维/技术支持,4500.0,成都亿盟恒信科技有限公司,成都,1.0,大专,岗位职责：1.  根据客户反馈的信息，提供解决各种故障的方法，指导客户排除故障；2.  根据客户所提问题，与客户进行专业、灵活、有效的沟通，保障公司与客户良好的沟通与有效联络，树立良好公司形象；3.  做好客户的设备安装指导、调试工作；跟踪项目中产品的运行状况，及时了解接收客户反馈信息，提供售后技术支持4.  每月定时完成省运管所需的报表制作及上报； 5.  发觉客户需求，收集客户的合理性建议，做好信息的分析及整理，及时将相关信息反馈至公司对应部门任职资格：1.电子、通信、计算机等相关专业，专科及以上学历；2.从事技术支持工作1年以上；擅长需求和技术文档编写：3.熟练使用电脑办公软件；持有C1或C2驾照，2年以上驾龄；4.熟悉车联网行业应用、有过运营商/智慧交通/物流等行业经验优先考虑；5.沟通能力和解决问题的能力较强、技术扎实、敬业和团队合作意识突出。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,IT运维中心-服务器运维工程师,运维/技术支持,6000.0,广州宽带主干网络有限公司,广州,3.0,大专,"、负责公司主机房服务器的日常巡检与维护工作，定期检查服务器系统日志，保证公司服务器正常运行；         2、定期检查服务器软硬件，及时处理硬件、软件运行中出现的各种错误，对出现的大小故障作详细的记录，包括故障时间，故障现象、处理方法和结果，保障服务；      3、负责日常定期数据备份和恢复；      4、负责定时检查主机房温湿度、设备运行状态，记录各项异常情况，排除潜在的安全隐患；       5、响应公司各职能部门提出的各类系统IT需求，及时提供相应解决方案。        任职要求：  1、3年左右相关服务器运维工作经验；       2、熟悉主流window、Linux等服务器系统安装方法及相关安全设置，有独立判断、处理、快速恢复服务器基本异常的能力；       3、熟练掌握各种AD域控方面的知识；熟悉EXchange服务器 ；4、对数据库有认知，熟悉基本备份、导出功能；       5、做事认真，仔细，负责，及时响应处理各类应急事件；       6、有团队精神，能吃苦耐劳，善于沟通联络，有良好的职业操守，保密意识强,工作积极认真，能服从工作安排岗位要求；       7、了解HP、DELL、浪潮服务器。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,运维主管,运维/技术支持,4500.0,湖南胤安科技有限公司,娄底,3.0,大专,在项目经理的领导下，认真执行公司的项目管理制度，确保工期、进度、质量、安全、环境、创建文明工地目标的实现2.负责工程施工进度计划的编制及施工方案和质量计划的实施，施工图纸的制作与审核。3.全面负责施工项目的管理，严格按照施工规范、标准、操作规程进行施工，合理安排工序、确保工程质量。4.负责项目人员、材料、机械等资源的调配与供应，有计划的安排施工机械和材料的进出场。5.按公司相关规定填写施工报表及其他相关报表，定期参加或组织工地例会，并布置各项施工事宜。6.负责所管辖项目的物资管控，确保领用与使用相符，损耗类材料控制在正常损耗范围内。剩余物料及时办理退库手续。并领用物资的现场保管安全工作负责。7.全面负责项目的安全生产工作，落实安全保证措施，组织班组进行全面的安全检查工作。8.协助部门负责人做好与主包、业主、监理、设计等单位的配合工作。9.负责项目组的日常管理、工作监督、项目组成员考核等。10.完成公司及上级领导交办的其它任务。1.任职要求:1、通信、电子工程、自动化、计算机等相关专业大专或以上学历，有相关工作经验者可适当放宽限制；2、能吃苦耐劳、务实肯干，有上进心，学习能力强3、有驾照，并能熟练驾驶车辆者优先。4、有安防监控、弱电、系统集成等项目施工或维护经验者优先。注：此岗位工作地点分为两个(可选）：1、娄底总部2、涟源项目部（办公地点在涟源公安局内）公司职员福利：周末双休，法定假日，五险一金，年终奖励；免费提供工作餐、电话补助、内部培训及外送培训；一年一次的全员旅游和一年两次的高管旅游；生日会、节日福利、不定期的职员聚餐及拓展活动,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,运维工程师,运维/技术支持,4500.0,北京正通博瑞科技有限公司,北京,1.0,大专,应聘条件：1、性别：***2、年龄：1995年以前（大于22周岁）3、专业：计算机相关4、仪容仪表：干净、整洁、大方得体5、薪资待遇：4000-5000（元/月）职位要求：1、计算机类专业，大专以上学历；2、具备一定的书写表达能力；3、目标明确，责任心强，做事踏实、勤劳刻苦、工作认真、仔细；4、热爱工作，有亲和力，有耐心，良好的语言表达和沟通能力；?5、有计算机相关运维服务工作经验1年以上者优先；6、工作地点：北京市顺义区地铁顺义站附近7、需满足节假日加班值守要求；具体工作内容：1、调试、维护设备2、负责设备的管理，故障诊断和排除，填写运维服务报告3、保障各种会议的正常召开4、对设备、保养记录进行总结分析，发现问题，及时上报解决,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,初级运维工程师,运维/技术支持,5250.0,南京天数智芯科技有限公司,南京,0.0,本科,职责描述：1、负责查找、定位、解决客户日常碰到的桌面问题，确保桌面系统正常运行；2、负责日常桌面支持工作，包括操作系统安装、打印机配置安装、日常的软件配置等；3、负责计算机桌面终端操作系统和常用软件的安装、配置、调试、升级、卸载及故障修复等维护；4、协助实施公司IT项目；5、按照要求对相关IT资产进行登记与管理；6、处理日常临时出现的各种IT技术问题。任职要求：1、计算机相关专业本科及以上学历，具有一年以上相关工作经验（特别优秀者可放宽限制）；2、具备主动服务意识，思路清晰；3、IT基础知识扎实，熟悉主流桌面操作系统安装、配置、维护、故障排除，能独立判断常见PC软硬件故障；熟悉各种外设的安装配置，如打印机、扫描仪等；4、了解简单的路由和交换设备配置，了解网络原理，有局域网排障解决经验，相关网络设备及综合布线有一定了解；5、具备较强的逻辑思维判断能力和较强的应对突发事件的处理能力；6、具备较强的责任心及工作执行力，有良好沟通能力和团队合作精神。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,技术运维主管（售后/维修主管）,运维/技术支持,9000.0,杭州摩科商用设备有限公司,杭州,0.0,无,负责公司运维部人员管理，产品上门安装软.硬件工作安排，以及政府关系维护及正常机器维护工作，保证客户机器正常使用2.负责跟领导及各部门负责人日常沟通对接，及时反馈客户需求并协助总部跟踪解决3.协助所有客户的安装维护优先级，为业务部门正常开展业务保驾护航4.负责领导下达的其他运营工作，对规定的重要运营指标建立工作计划并执行5.负责运营工作6.定期对运营部所辖员工进行专业素养培训，对销售部员工定期进行产品更新知识培训，召开会议7.客情关系管理8.维保费管理任职要求：1.抗压能力强，吃苦耐劳，有强烈的求知欲，工作态度严谨，能适应创业型IT硬件设备比公司的快速发展节奏；2.组织.规划.协调.调配等综合能力强；3.3年以上相关工作经验，有团队管理能力者优先；4.对运营工作有深刻认知，熟悉O2O.互联网.IT硬件不动产行业动态者优先；5.管理或者计算机及相关专业，专科及以上学历,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,应用运维工程师,运维/技术支持,17500.0,上海通联金融服务有限公司,上海,3.0,本科,岗位职责：1、负责生产应用系统的运维。2、负责编写生产应用系统应急处置手册，操作手册等。3、负责夜间生产应用系统故障处理。4、负责生产应用系统变更及投产操作。5、负责生产应用系统数据提取，日常报表的处理。任职要求：1、本科学历，计算机相关专业；2、熟悉JAVA编程语言，能够编写SQL语句，对于数据库有一定了解；3、熟悉LINUX基本操作命令，能够独立编写shell脚本；4、善于表达，具有良好的沟通能力；5、工作认真、负责，独立工作能力强，有责任心，工作积极热情。备注：本岗位每周需要值班一次（夜班，有补贴），介意者慎投，谢谢！,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
540,城市运维专员-石家庄,运维/技术支持,5250.0,深圳市丰巢科技有限公司,石家庄,1.0,大专,岗位职责：1、 统筹管理所辖区域智能快递柜的运营维护（硬件、软件），监控设备维修及维护管理执行情况，完善设备维养管理工具、方法等的应用并对应用效果进行管理；2、 组织、搭建设备维养工作计划，推动、梳理各项运维指标，保证工作目标的达成；3、 定期进行设备巡检维护，对柜机发生的故障及时现场检修、部件更换，统计设备维养数据并上报总部运营管理组，保障设备运行的安全性、稳定性；4、 维护柜机软件应用，保证应用的按时升级，提升城市柜机运营的一致性；5、 所辖片区柜机钥匙存放安全管理，包含钥匙的登记、分类、使用、维护等；6、 协助总部各项工作在地区的落地推广及供应商柜机现场安装的验收工作。任职要求：1、 电子、计算机或相关专业，中专以上学历，具备模拟及数字电路、计算机技术基础、网络基础知识；2、 一年以上电子产品、电脑类产品软硬件维修维护工作经验，专业基础扎实且表现优秀的职业技术院校应届毕业生亦可；3、 熟悉所在城市交通线路，承担所辖片区现场各项工作支持；4、 身体健康，吃苦耐劳，工作细致有条理，认真负责，为人正直，诚实可信；5、 有较强应变能力与沟通能力，对人热情，服从安排，良好的团队合作精神；6、 具备ATM机、智能快递柜行业维修维护工作经验者优先，具有劳动局颁发的电子产品或电脑维修维护类职业资格证书者优先。注：本职位属于专职技术岗，应聘时会进行理论及实操方面的考核，请勿乱投简历。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,IT运维支持工程师,运维/技术支持,6000.0,浙江鑫日射科技有限公司,杭州,3.0,大专,岗位职责:1、网络安全运维职责：维护客户的网络设备日常运维工作，及时处理现场突发事故，解答客户在使用过程中遇到的技术问题，帮助客户排除故障；2、主机存储运维职责：维护服务器稳定完整与安全，进行服务器的架设与系统的安装；3、定期制定安全、备份策略，协调网络、安全等工作内容；4、进行服务器系统状况与网络状况的监控。任职资格:1、35岁以下，专科及以上学历（3年以上经验可以适当放宽），计算机或IT相关专业；2、熟悉网络管理、服务器网管理；3、熟悉路由器，交换机、防火墙的网络设备的设置与管理；4、熟悉虚拟化VMWARE管理；5、有相关厂家证书如H3C\Cisco\VMWARE\IBM\HP等优先优先；6、熟悉微软AD域、EXCHANGE、WSUS优先；（以上条件满足其一即可）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,网络安全运维工程师,运维/技术支持,12500.0,广州青莲网络科技有限公司,广州,2.0,本科,、负责用户现场的安全运维服务项目，包括网站和主机系统的扫描、加固、监控、评估工作；2、对发现的系统漏洞、缺陷，提出预防、整改意见，并组织落实，当信息系统发生异常时通知相关责任人；3、服务报告撰写；4、准备并通过用户阶段性的运维验收工作；任职要求：1、本科以上学历，计算机相关专业，具备3年以上信息安全及相关领域工作经验；2、熟悉掌握linux/windows操作系统和各类基础应用软件，精通服务器安全、网络安全等；3、熟悉信息安全体系和安全标准（BS7799或ISO27001），能熟练使用安全监控、漏洞扫描、补丁追踪等安全工具进行信息安全评估；4、熟悉主流渗透，网络、系统攻击手段和各种攻防安全技术；5、熟悉各种web安全漏洞的攻击及防御方法；6、能够独立完成各种系统（主机、网络，数据库等系统）的安全加固；7、熟悉相关网络安全产品，如：防火墙、IDS、IPS、漏洞评估工具、防病毒系统、监控产品等；8、具有CISSP、CISP、CISA等证书者优先1.技能要求：A.熟悉安全评估、安全加固、安全巡检等相关技术。B.具有信息系统等级保护或风险评估项目的实施经验；C.熟悉风险评估技术、相关安全标准和规范，熟悉安全体系；D.熟悉渗透测试步骤、方法、流程，熟练使用一定量的渗透测试工具。E.熟悉TCP/IP协议、路由、交换技术、主机、数据库相关安全产品配置和操作；F.熟练掌握Windows、linux、Unix操作系统的管理与应用，熟悉网络路由与交换技术。注：本岗位为半/全职驻场到客户公司进行办公！！,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,售后技术支持工程师,运维/技术支持,12500.0,上海百胜软件股份有限公司广州分公司,广州,2.0,大专,、解决客户提出的有关软件使用的疑难问题，保障软件正常使用；2、提出合理化建议，帮助公司完善产品功能；3、给客户提供合理化建议，优化使用效果；任职资格：1.专科以上学历，计算机或相关专业，熟悉进销存和财务软件优先；2.二年以上技术支持或系统保障相关工作经验；3.熟悉服装行业、电子商务行业业务流程优先考虑；4.精通sql server数据库；5.熟悉计算机硬件及网络的相关技术；6.工作热情、积极主动、耐心，具亲和力，善于沟通，能与客户保持良好的合作关系；7.思路清晰，有独立分析解决问题的能力，能承受工作压力；,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
544,系统运维工程师,运维/技术支持,5250.0,长沙万维信息网络服务有限公司,长沙,2.0,大专,、掌握客户系统以及信息化系统的相关技能，独立解决系统运行中遇到的实际问题；2、参与系统的升级和优化，了解系统功能和应用功能；3、负责客户业务流程改进中的技术支持工作；4、负责接收客户新的需求，并整理成文档提交到开发部门；5、负责新功能的上线测试、实施确认、编写、修改系统说明书和操作手册、用户培训任职要求1、大专及以上学历，计算机相关专业，熟悉工作流概念，有办公系统运维经验，有泛微软件实施经验***；2、工作作风细致、严谨，具有较强的保密意识；3、具有一定文字功底、有较强沟通协调能力和较强的学习能力；4、具有良好的人际交往、语言表达和分析、沟通能力；5、具有高度的责任心、积极的服务意识、良好的执行能力；6、具有独立思考问题的能力；7、熟悉html、javascript语言和ORACLE等软件开发环境，熟悉sql语句；8、从事过OA及电子审批系统日常管理维护工作，维护过泛微OA系统优先考虑；9、能适应工作压力、能接受长期出差。职能类别：										系统工程师									关键字：系统运维OA系统维护电子审批系统,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
545,运维工程师,运维/技术支持,12000.0,北京羽实箫恩信息技术股份有限公司,深圳,2.0,本科,以下条件至少满足三条：1、具备两年以上开放式平台系统运维经验，熟悉vmware、openstack、docker技术应用者优先；2、熟悉主流开源自动化运维工具，如Ansible、zabbix等；3、具备一定的脚本编写能力，主要是shell、groovy DSL、python、perl等；4、熟悉mysql、redis、MongoDB、oracle至少两种数据库安装、运维及技术支持，有经验者优先；5、熟悉Devops及其相关工具链和技术栈，包括至少五种主流开源软件产品的安装、运维及技术支持：Gitlib、Subversion、Tomat、Nginx、Jenkins、sonarQube、Junit、Jmeter、Ansible、Zabbix、Artifatory、N,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
546,运维工程师（德惠、农安）,运维/技术支持,5000.0,吉林省联宇合达科技有限公司,长春,2.0,大专,						岗位职责：1、常驻客户单位，负责客户系统售后服务与支持；2、负责桌面计算机软硬件（计算机、显示器、电话、网络设备）和其他附属硬件设施（打印机、扫描仪）的安装、配置、升级、运行维护与管理，保障桌面系统正常运行；3、负责视频会议等音视频系统的运行维护与管理；4、负责网络设备、服务器、安全系统的运行监控与管理，综合布线系统的维护一管理；任职要求：1、大专以上学历，1年以上运维工作经验；2、具备网络基础知识，对相关网络设备及综合布线有一定了解；3、具备良好的服务意识与职业素养，良好的沟通表达能力及团队协作精神；4、具有信息安全防范意识，对网络、系统安全的整体防范和应对措施有一定实践经验；工作地点：德惠、农安公司福利： 双休+五险一金+餐补+话补+交通补助+年底奖金+国家法定节假日休息+公费旅游+免费体检。公司欢迎有梦想，有能力的你加入，你将会在联宇实现你的梦想，联宇一定是你正确的选择。																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,售后运维工程师（污染源）,运维/技术支持,3000.0,辽宁泽尔阳光环境科技有限公司,沈阳,1.0,大专,						岗位职责： 1.负责公司代理仪器设备的现场安装、调试、培训和日常维护，为用户提供仪器相关的技术支持和指导； 2.仪器故障受理，分析故障原因，制定维修方案，解决仪器各种故障； 3.对部分仪器在公司进行内部维修维护； 4.产品售前支持，为各区域销售人员提供技术支持，提供技术方案； 5.完成领导安排的其它任务。 任职要求： 1.大专以上学历，专业方向：测控，电子，通信，自动化等专业； 2.有一定的英文基础，能够读懂基本的英文技术手册； 3.有一定软件编程与运营工作基础者优先； 4.有污染源维护、科研，测试或实验室工作经验，熟悉常用实验室相关仪器操作，了解电器方面常识者优先； 5.具有较强的技术应用能力及一定的沟通能力，动手能力强，独立解决问题能力强，耐压能力强； 6.热情，负责，积极向上，具有团队精神、良好的客户服务意识； 7.有仪器仪表售前售后技术支持工作经验者优先； 8.接受短期出差。 公司一经录用待遇优厚。 电子邮箱：zeyg15@163.com																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,运维工程师,运维/技术支持,7000.0,兆恒电脑科技（上海）有限公司广州分公司,上海,2.0,本科,一、  工作职责：1、对客户的技术支持，软件安装及各种问题的解答和日常发生各种故障的解决；2、查看日志分析故障，系统环境配置。报修的业务故障处理；3、对客户方人员在各种我方软件上使用的培训以及对技术支持部门在软硬件安装维护上的培训和指导。二、岗位要求： 1、计算机或相关专业本科学历2、英语4级及以上水平，较熟练的读写能力；3、可以胜任重复性工作，工作勤奋踏实、认真负责、耐心细心、处事周密全面，有团队精神；4、良好的沟通和语言表达能力，逻辑清晰；5、了解计算机软硬件和网络基本知识，熟悉常用软件的使用；6、熟悉MS-SQL，有在Windows操作系统上进行软件开发或系统配置的经验者优先；7、具备诊断和解决问题的技能及较强的问题分析能力，并推动测试中发现问题及时合理地解决。,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
549,后台运维客服,运维/技术支持,5500.0,广东电上店下网络技术有限公司,东莞,1.0,无,岗位职责：1、受理及主动电话客户，能够及时发现客户问题并给到正确和满意的回复；2、与客户建立良好的联系、熟悉及挖掘客户需求；3、具备处理问题、安排进展、跟进进程、沟通及疑难问题服务的意识跟能力，最大限度的提高客户满意度。遇到不能解决的问题按流程提交相关人员或主管处理，并跟踪进展直至解决；4、具备一定的销售能力，针对公司现有的客户进行营销，让客户接受更为广泛的网络产品，达到最好的网络营销的效果。岗位工作内容：1、售前：线上平台注册用户的激活使用：包含引导下载APP、生成在线店铺、基本上架功能操作；2、售中：已开通平台用户端的远程系统操作指引：系统使用过程中任何操作界面指导，以及留意用户端的使用频率，需要时电话微信、电话联系指导；3、售后：已开通平台用户端建立专属微信群（用户管理）：群互动、客户问题解答、客户引流转换；4、平台用户判定：经销商、工厂端、新零售，完成注册指引移交由对应市场人员继续客情维护及新功能开拓。任职要求：1、1年以上电子商务平台（淘宝、天猫、京东、阿里等）具有电商运营后台客服经验，男女不限；2、有活力、肯学习奋斗的精神；3、有一定的语言组织能力，较强的沟通能力，细心认真，团队意识强，适应能力强；4、对流量和数据敏感，有较强的数据分析能力；备注：有无工作经验亦可，只要你的学习力够强，公司提供完善的培养提升课程。该岗位有设奖金、提成。给自己一个机会，我们给你一个无限发展的平台。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,IT技术支持工程师,运维/技术支持,6500.0,上海派维网络科技有限公司,合肥,0.0,无,"						1. 对服务器Windows Server应用系统进行日常维护，FTP, IIS ,Sqlserver等；2、通过接听客户咨询或投诉电话，对客户做技术解答或指导；3、负责维护公司本部的局域网、电话网络与电脑周边办公设备的维护、信息管理系统使用与维护、信息采集器的使用与维护；任职要求：1、计算机技术相关专业，大专及以上学历；2、一年以上IT公司的系统运维经验，有强烈的责任心和主动工作的态度；3、了解FTP,IIS,Sqlerver数据库使用及问题排查。精通DOS/Windows2000/2003/2008/Server操作系统4、具有良好的计算机系统硬件、软件、电子邮件、网络及日常办公设备的问题解决能力；5、熟悉各种网络知识，能判断并协助处理网络系统的一般故障，具有较丰富的网络与系统安全知识；6、良好的服务意识及团队合作意识；善于表达，能够与用户进行有效沟通及协调；7、精通PC常见应用软件的安装配置、使用维护、备份恢复及故障排除。																		",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,驻场运维工程师,运维/技术支持,3750.0,北京宏涛嘉业信息系统股份有限公司,石家庄,1.0,大专,						岗位职责：1、驻守客户现场或定期到达客户现场开展运维工作。2、负责客户服务器虚拟化环境或桌面虚拟化环境折日常健康检查，定期巡检，确保及时发现、报告、解决巡检中发现的异常问题；3、负责突发故障处理：及时赶到现场（特殊情况可以远程连接环境）处理与所维护软件相关的任何突发故障和事后故障报告的编写；4、负责关键时间值守：节假日、账期等重要时段的现场值守，根据客户需求而定；5、负责配合客户工作：配合完成现场客户安排的合理的与本职维护工作相关的工作内容；6、负责保持与客户的良好工作关系和维护公司良好形象，此项以客户口头或书面投诉为考量标准；7、及时完成领导安排的其他工作。任职要求：1、大专及以上学历，计算机科学与技术/计算机软件/通信工程/信管/网络工程相关专业；2、2年及以上IT行业工作经验；3、熟悉微软、VMware、开源KVM等品牌的主流服务器虚拟化及桌面虚拟化技术；4、对常见的小型机、X86服务器、数通网络设备、存储磁盘阵列等设备的使用与维护较熟悉；5、有微软、VMware等相关认证证书者优先；7、有电信运营商项目经验者优先；8、良好的沟通表达能力和强烈的团队意识；9、较强的工作责任心，乐于学习和经验分享。																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,高级运维工程师,运维/技术支持,14000.0,拉卡拉支付集团,上海,3.0,本科,岗位职责：1、参与测试网络的规划、建设、实施和维护；2、参与公有云生产环境规范编写、制定及建设运维工作；3、参与数据中心日常网络变更需求的评审；4、参与网络运维自动化体系建设，致力于实现网络运维标准化、工具化、自动化；5、参与下一代新数据中心的设计和建设；6、其他运维性事务的工作任职要求：1、计算机网络及相关专业本科以上毕业；2、熟悉主流交换机、路由器、防火墙、负载均衡等网络设备。有2年以上网络维护相关工作经验，掌握多种网络环境搭建，具备较强的技术基础；3、熟悉思科、华为等主流网络产品的规划，安装，设置和维护，有CCIE/CCNP及同等证书优先；有较强的沟通协调能力及高度责任心。4、熟悉思科、华为SDN的配置和管理的优先考虑；5、熟悉vmware、kvm、openstack、docker、kubernetes的优先考虑；6、熟悉公有云优先；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,运维工程师,运维/技术支持,7250.0,深圳普拉达健身管理有限公司,深圳,1.0,大专,"岗位职责：1.负责公司总部及各门店桌面级计算机软件/硬件/网络设备/办公设备等IT类硬件设施的运维维护与管理;2.负责各门店电话/监控系统/音响系统/多媒体设备等弱电项设施维护与管理;3.负责SaaS系统部分业务办理;对EMAIL客户端,防毒等事务及应用系统日常运维,提供IT方面服务与支持;4.负责AD/DNS/DHCP等应用级服务器的搭建,管理,行为类监控及分析维护;5.负责网络设施,门店有线及无线网络的管理,包括规划,搭建,负载,优化及性能管控;内部网络安全机制的建设,管理;任职要求:1.大专或以上;2.IT运维相关岗位工作一年或以上.3.能适应于市内外勤工作",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,FAE技术支持工程师,运维/技术支持,9000.0,深圳云里物里科技股份有限公司,深圳,3.0,本科,、配合业务部门，为客户提供产品选型，技术方案讲解、产品演示；2、基于公司成熟软硬件方案，根据客户需求做简单改动；3、编写营销推广所需的技术文档，行业及技术分析报告等；4、参加各种展会、行业研讨会、出差拜访客户；5、有现场解决问题的能力、应变和适应能力强。任职要求：1、电子或计算机相关理工科专或本科学历，三年以上电子产品软硬件开发或技术支持经验；2、熟悉ARM-M系列单片嵌入式软硬件设计；3、动手能力强，能对基本的电子电路进行分析；4、较强的语言表达沟通能力，文字编辑能力，能熟练制作PTT文档；5、学习能力强，为人正直，乐于助人，有责任心。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
