,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Web,Css,Html,Javascript,Js,Jquery
508,Web前端开发工程师,前端开发,3750.0,沈阳远信华通科技有限公司,沈阳,0.0,大专,"岗位描述：1、在上级的领导和监督下定期完成量化的工作要求；2、能独立处理和解决所负责的任务，负责公司新产品的研发和设计；3、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；岗位要求：1、18-30岁，中专及以上学历，对IT行业有着浓厚的兴趣2.应届毕业生亦可，做事踏实、悟性高、学习能力强、积极向上。3.会基本的计算机操作，良好的逻辑思维。4.良好的沟通能力，较强的服务意识。福利待遇：社会保险：五险一金,5天8小时工作制,双休,无需加班休息时间：周末双休，法定节假日休息，带薪年假/病假/产假/婚丧假节日贺礼：传统佳节派发节日礼品以增添节日气氛生日派对：过生日的员工，有公司生日派对以表祝福生活关怀：定期体检，设有员工休息室，提供微波炉、饮水机等便捷设备。工作地点: 办公环境优美，地理位置优越，地铁站口及公交站附近",0.0,0.0,0.0,0.0,0.0,0.0
509,Web前端开发工程师,前端开发,10000.0,南京中冠智能科技有限公司,南京,2.0,大专,岗位职责：1、 开发文档的编写。 2、 参与软件系统需求调研和分析，参与软件设计方案撰写； 3、 配合UI设计师的设计图制作HTML页面，可以轻松应对结构复杂的html 页面编码工作； 4、 确保多浏览器页面的兼容性； 5、 协助测试工程师完成完成软件的测试以及系统交付工作，对项目实施提供支持 ； 6、 负责软件相关的培训工作； 7、 领导安排的其他工作。任职要求：1、有三年以上的前端开发工作经验； 2、熟悉css和css3，熟悉html的dom结构，快速完成html页面； 3、熟悉原生javascript，熟悉主流框架：jquery，Bootstrap ； 4、熟悉vue或react前端框架的开发，熟悉W3C 标准和各主流浏览器在前端开发中的差异； 5、良好的编码习惯，勇于承担工作压力，具备良好的责任心和团队合作能力；  6、对于在前端开发性能优化，快速开发页面有自己想法的优先考虑。,0.0,1.0,1.0,1.0,0.0,1.0
510,Web前端开发工程师,前端开发,10500.0,北京众谊越泰科技有限公司,北京,3.0,大专,工作职责： 1、根据需求实现系统软件的开发与维护 2、负责项目所需的插件、特效的储备预研及实现 3、完成上级交办的其他事项岗位要求：  计算机相关专业本科及以上学历，三年以上web前端工作经验，参与或独立负责过多个项目的前端工作及后期维护。  有扎实的HTML5/CSS3/javascript技术知识  熟悉jsp的开发，有jsp开发经验  熟练使用VUE、React、AngularJs等框架  良好的编码习惯，代码结构清晰、命名规范、逻辑性强，有良好的沟通能力  有canvas开发的经验优先  有自己写过js插件的经验优先,1.0,1.0,1.0,1.0,1.0,0.0
511,前端开发工程师,前端开发,7000.0,苏州云格信息科技有限公司,苏州,0.0,大专,、 根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；2、 与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；3、 页面通过标准校验，兼容各主流浏览器。任职要求：1、 大学专科（含）以上，计算机相关专业一年及以上web前端工作经验；2、 熟悉Web前端前沿技术，包括HTML/CSS/Javascript/Ajax，jquery框架等；熟悉VUE.js React.JS开发者优先；3、 良好的前端代码编写习惯；4、 较强的沟通能力和团队协作能力；5、 抗压能力强，能在高压力保持良好的心态完成工作；,1.0,1.0,1.0,1.0,1.0,1.0
512,前端开发工程师,前端开发,7500.0,深圳友朋智能商业科技有限公司,深圳,1.0,本科,前后端分离； 2.小程序开发； 3.负责构建前端基础设施，搭建项目自动化（gulp、webpack）流程； 4.与产品和设计团队进行良好的沟通，持续优化web性能，提升用户体验； 5.提前做好合适的mock数据与后端进行良好的对接，保证数据交互进行顺利；  [要求] 1.掌握vue/react/react-native中至少两个框架； 2.掌握使用原生js和ajax，jQuery； 3.掌握HTML5、CSS3； 4.掌握gulp、webpack等构建工具； 5.掌握使用sass或less等css预处理； 6.使用过nodejs，mongodb，熟悉express或koa等框架； 7.有过SPA或混合APP开发经验； 8.具备浓厚的前端开发兴趣、良好的WEB前端技术视野；,1.0,1.0,1.0,0.0,1.0,1.0
513,Web前端开发工程师,前端开发,12500.0,上海网达软件股份有限公司,上海,3.0,本科,、负责公司软件产品的页面功能的开发和优化；2、利用各种Web技术模拟开发产品原型；3、利用各种Web技术进行产品的界面开发；4、配合后台开发人员实现产品界面和功能与后台的交互；5、制作标准优化的代码，并增加交互动态功能。岗位要求：1、熟悉XHTML/XML、CSS，熟悉页面架构和布局，对表现与数据分离、Web语义化等有深刻理解，对HTML5/CSS3等技术有一定了解2、熟悉JavaScript、Ajax、DOM等前端技术，对js框架应用（如prototype/jQuery/YUI/Ext等）有一定的经验；3、熟悉bootstrap前端开发框架；4、对用户体验、交互操作流程、及用户需求有深入理解；5、有强烈的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力。,1.0,1.0,1.0,1.0,1.0,1.0
514,HTML前端开发工程师,前端开发,18000.0,上海长琴金融信息服务有限公司,上海,3.0,大专,"（一）岗位职责：1、对具体的产品进行性能优化，实现极致的页面加载、执行和渲染时间；  2、在理解前端开发流程的基础上，结合前端实际建立或优化提升工作效率的工具；  3、在理解产品业务的基础上，提升产品的用户体验，技术驱动业务的发展； 4、关注前端前沿技术研究，通过新技术服务团队和业务。（二）岗位要求：1、计算机相关专业，3年及以上前端开发开发经验；2、精通各种前端技术，包括HTML/CSS等；3、具备跨终端的前端开发能力，有移动端H5页面开发经验；4、至少熟练使用angular js, react js,  vue js中的一种，并有项目经验；5、熟悉模块开发，有前后端分离开发经验；6、熟悉nodejs，有通过nodejs (如express) 搭建web服务器的经验尤佳；                            7、具备良好的团队协作精神，能利用自身技术能力提升团队整体研发效率，提高团队影响力",1.0,1.0,1.0,0.0,1.0,0.0
515,Web前端开发工程师,前端开发,8500.0,喜科（上海）软件系统有限公司,上海,0.0,无,由于公司业务不断增长，我们的研发团队正在招募一位WEB前端开发工程师，参与移动解决方案与云系统的设计开发。求职人员需要有实际开发经验，了解网络开发、设计管控流程并具备应用目标导向分析设计技能。岗位职责：Job Responsiblities:l 完全理解产品经理的需求。l 积极参与产品设计技术讨论。l 具有解决问题的能力。既能团队协作，同时也具备独立开发的能力满足所有产品的需求。l 在对复杂的网络开发应用程序中，提出自己的解决方案。l 善于沟通表达，尤其在与非技术人员进行沟通交流时。l 积极主动，能在快速发展的企业环境中独立工作。l 渴望和自我学习新技术。任职要求：Job Requirements :l 计算机相关专业大学本科以上或学士以上学位。l 熟悉Javascript、HTML5、CSS、SCSS、LESS、Jquery、JSON、AJAX、Responsive Markups、Bootstrap或Git等网页开发的相关技术并且至少有2年相关的工作经验。l 移动应用UI开发，如果能了解熟悉Python或Node JS最好。l -能在Agile-Scrum开发环境中工作，会使用SVN。,1.0,1.0,1.0,1.0,1.0,1.0
516,Web前端开发工程师,前端开发,9000.0,苏州贝尔塔数据技术有限公司,苏州,2.0,本科,【我们需要你】1、负责启信宝用户端产品或内部产品的PC/Wap的前端开发工作；2、负责推动与优化业务线中前端基础架构、组件抽象；3、负责提升研发和运营效率的通用组件、工具和平台的前、后端开发工作。【我们希望你】1、本科及以上学历，计算机、通信等相关专业，1-3年相关经验；2、熟练掌握JavaScript，CSS，HTML，DOM、绘图、动画、协议、安全、网络、性能优化等前端技术，对主流前端框架（React\Vue\Angular等）至少一种有深入应用并深入理解其设计原理；3、熟悉ReactNative/Weex框架，有相关开发经验者优先；4、熟悉Express/Koa等NodeJS技术者优先；5、对用户体验、交互操作流程，及用户需求有一定了解；6、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的团队沟通与协作能力；7、热爱前端技术，有较强的学习能力，有强烈的求知欲、好奇心和进取心，能及时关注和学习业界最新的前端技术。【我们能提供】1、温馨有活力的工作环境：开放生活区高清电视、VR游戏机、飞盘、桌上足球等多种娱乐器材…2、极具竞争力的薪资：高于市场水平的薪资、完善的五险一金、丰厚年终奖、年度调薪3、贴心的员工福利：早餐加班餐、高标准的年度体检全年免费健身、每年两次全员高端旅游、定期举办羽毛球、篮球比赛、无限量供应的各种免费零食和饮料、节假日礼品…4、广阔的发展空间：完善的新人培训（岗位培训、导师制）;专业技能提升培训公司内部技术交流会;参加国际学术交流、参观硅谷高科技公司的机会;各种与互联网牛人零距离接触的外训;和很多名校毕业、经验丰富的优秀伙伴一起工作，接触最前沿的技术，快速成长…,0.0,1.0,1.0,1.0,0.0,0.0
517,Java前端开发工程师,前端开发,13000.0,江苏苏源高科技有限公司,南京,5.0,大专,"任职资格：1、计算机或相关专业、3年以上WEB开发经验2、精通Java语言和JavaEE体系结构，熟悉多线程技术，熟悉Java网络编程3、熟练使用主流框架如SpringMVC、SpringBoot、Mybatis,RabbitMQ等，能够搭建web框架，熟悉使用Tomcat或Weblogic4、熟悉使用基于Maven、Gradle等项目构建工具4、熟悉常用数据库Oracle/MySQL，掌握SQL优化5、熟练使用IntelliJ IDEA等开发工具6、熟练web前端开发，HTML5、JavaScript、CSS，熟练使用jquery、easyui等前端展示技术之一、具有编写框架的插件或扩展的能力 岗位职责：1、负责实现web系统架构设计和搭建。2、项目的总体规划和总体设计、概要设计、软件架构和数据库设计。3、负责解决项目中的关键问题和技术难题。4、负责项目的具体技术实现和编码。5、能够带领团队，负责公司相关产品的web开发。",1.0,1.0,1.0,1.0,0.0,1.0
518,Web前端开发工程师,前端开发,14000.0,上海盈联电信科技有限公司,上海,2.0,本科,本职位为企业内部直招，一旦入职将签订正式劳动合同并缴纳五险一金，另提供有竞争力的各类员工福利，包括：年终奖，节日礼品，旅游，体检及多元化的各类员工培训，盈联PCS大家庭欢迎您的加入。 岗位职责：1. 参与公司产品需求分析；2. 负责相关产品的前端技术设计、开发实现；3. 负责相关产品性能优化；4. 负责前端框架的架构设计与核心代码编写； 5. 学习和研究新的移动互联网技术，应用到产品中，进行技术创新。 任职要求：1. 2年以上H5开发经验，具备独立工作能力；2. 精通VUE框架和Element-UI组件3. 熟悉微信小程序开发和微信公众号开发；4. 精通JavaScript、HTML5、CSS，熟悉Bootstrap，Jquery，echarts等js组件和框架；5. 熟悉移动端开发和交互，有ionic等混合开发经验者优先；6. 逻辑分析能力强，善于沟通，具有较强的学习能力；7. 具备良好的文档维护能力，熟练使用GIT进行代码管理；8. 有UI/UX设计经验者优先。,0.0,1.0,1.0,1.0,1.0,1.0
519,Web前端开发工程师,前端开发,8000.0,四川中卫北斗科技有限公司,成都,1.0,本科,、依据产品需求完成高质量的Web前端开发和维护。2、负责交互产品的前端设计、开发与实现。3、优化已上线项目，改善用户体验。岗位要求：1、计算机或设计类及相关专业毕业，本科以上学历。2、1年及以上的前端页面与脚本开发经验；3、对用户体验、浏览器兼容、前端性能优化有深入理解。4、熟悉常用技术栈，包括但不限于jQuery，React。5、精通各种Web前端技术和标准(JS/ES6、HTML/HTML5、CSS/CSS3)。6、熟悉前端框架Bootstrap、Foundation、SemanticUI7、精通DOM操作。8、对前端模块化、组件化有深入理解，不断提高组件复用性和前端研发效率。9、对新技术充满热情，敢于挑战，有责任心，敢担当（对技术有精益求精的态度）。,1.0,1.0,1.0,0.0,1.0,1.0
520,Web前端开发工程师,前端开发,12500.0,广州市威学教育科技有限公司,广州,3.0,大专,岗位职责：1.3年以上Web前端开发工作经验，擅长BS架构并有丰富的项目经验；2.精通HTML5、JavaScript、CSS3等Web开发技术；3.能熟练使用主流的JavaScript框架，对业界前端新技术有兴趣及见解；4.必须有微信小程序项目经验（没有勿扰）；熟悉react，vue，electron等前端框架优先， 熟练使用ES6优先;5.熟练使用Nodejs优先。岗位职责要求：1.3年以上Web前端开发工作经验，擅长BS架构并有丰富的项目经验；2.精通HTML5、JavaScript、CSS3等Web开发技术； 3.能熟练使用主流的JavaScript框架，对业界前端新技术有兴趣及见解；4.必须有微信小程序项目经验（没有勿扰）；熟悉react，vue，electron等前端框架优先， 熟练使用ES6优先; 5.熟练使用Nodejs优先; 6.对Web标准和兼容性有良好认识，有构建高性能网站应用相关经验； 7.对Web前端的性能优化、开发调试、漏洞处理等有深入理解及实践；8.逻辑分析能力强，善于沟通，有良好的沟通能力和团队合作能力。,1.0,1.0,1.0,1.0,0.0,0.0
521,Web前端开发工程师,前端开发,13500.0,浙江辉驿网络科技有限公司,杭州,3.0,大专,、负责公司无线门户、电视门户、webAPP等自有产品的页面编码、样式、程序嵌套、静态交互效果展示、浏览器兼容等相关工作；2、对完成的页面进行维护和对网站前端性能做相应的优化；3、积极维护公用组件库，分享自己的开发经验；4、熟悉当前互联网的各种流行应用，在交互开发、用户体验等方面有自己的见解，能主动根据业务需要，提出合理的交互方案。任职要求：1、大专或以上学历，3年以上web前端开发经验；2、能熟练使用div+css进行页面布局；3、能使用Javascript面向对象编程；4、熟练React框架（用过react-native优先），使用过redux状态管理框架；5、熟悉前后端分离，能熟练使用node构建工程化的前端项目，能熟练使用npm进行前端项目包管理，使用webpack打包前端项目；6、至少使用过一种（Bootsrap、antDesign系列、element-ui、layout-ui等）UI框架及一种（highcharts，d3.js等）数据可视化库；加分项：1、参与过大型开源项目并贡献过代码；2、参与过对代码的重构及优化，对提升页面加载性能有一定的理解，熟悉浏览器缓存技术；3、熟悉linux常用命令，熟悉前端项目的发布流程，能进行前端项目架构设计更加；4、有过微信小程序或混合App开发经验；,1.0,1.0,0.0,1.0,1.0,0.0
522,中级前端开发工程师,前端开发,12500.0,杭州蚁国科技有限公司,杭州,3.0,无,1、精通JavaScript、HTML、CSS；2、深入掌握vue全家桶，深入了解vue原理。有react开发经验更佳；3、对当前vue框架有一定了解；4、熟悉微信小程序、微商城开发，并且有上线项目经验；5、熟悉node.jswebpack/gulp等有完善整的前端自动化经验；6、 对用户体验有一定了解优先；7、 有react或reactnative开发优先；8、 熟悉HTTP协议的基本工作原理。,0.0,1.0,1.0,1.0,0.0,0.0
523,Web前端开发工程师,前端开发,11500.0,上海大漠电子科技股份有限公司,上海,1.0,本科,职位描述1.参与公司产品Web架构设计与研发；2.根据产品设计，开发出符合要求的Web前端产品；3.与后端开发人员紧密配合，调试并完成产品的整体开发；4.负责WebUI的模块组织及实现，并进行测试和整合；5.与UI实现交互效果，改善用户体验，以及各项性能的调优等。职位要求：1.本科及以上学历，有1年以上Web前端开发经验，对UI布局有独到的见解，能熟练的进行色彩搭配，对交互设计有一定经验，设计的产品能给予用户友好高效的交互体验；2.熟练掌握各种Web前端技术，包括HTML5/CSS3/HTML/CSS/Javascript/Jquery等，熟悉ES6语法；3.精通AJAX技术，能进行前端的测试数据编写；精通JS对象编程，能熟练应用Jquery等进行动态网页开发；4.深刻理解Web标准，对可用性、可访问性、性能优化等相关知识有实际的了解和实践经验；5.能和程序开发人员协作，设计出风格统一、组织清晰、易于维护、方便测试的前端设计；6.为人踏实，办事认真，有良好的团队合作精神，能积极和团队成员沟通交流；7.至少掌握Vue，AngularJS，React等中的一种应用框架；8.熟悉微信小程序、微信公众号开发；9.对webpack，gulp有一定理解，可以应对项目需要。,1.0,1.0,1.0,1.0,1.0,1.0
524,Web前端开发工程师,前端开发,6500.0,无锡优卡思精密工业有限公司,无锡,3.0,大专,职位描述：1、负责公司产品或项目Web前端研发，并配合后端的开发2、与UI设计师、后端开发人员等配合，高质量完成前端开发工作3、持续的优化前端体验和页面响应速度，并保证兼容性和执行效率4、Web前沿技术研究和新技术调研岗位需求：1、3年以上前端开发经验，参与过完整vue项目2、熟练使用js，es6语法3、熟练使用vue、vue-router、vuex、axio等vue全家桶4、了解node.js5、熟练html5，css3，ajax，和jquery前端技术6、熟悉webpack47、熟悉常用的数据结构和算法8、了解react全家桶和angular2之后的全家桶,1.0,1.0,1.0,0.0,1.0,1.0
525,Web前端开发工程师,前端开发,9000.0,南京物盟信息技术有限公司,南京,1.0,大专," 岗位职责：1、根据产品需求和设计完成兼容性良好的多平台网站前端页面制作，与后台工程师协作，完成数据交互、动态信息展现等功能。2、可利用各种插件，对已有前端产品功能进行功能整合、升级。3、研究和探索创新的开发思路和最新的前端技术。职位要求：1、熟练HTML5/CSS3，JavaScript，Ajax等Web开发技术；熟悉websocket协议,了解ocxflashh5视频控件；2、熟练掌握前端开发技术(HTML5、JS、JSON、XHTML、CSS3、jQuery)，了解各项技术的相关标准，并严格按照标准进行开发，3、了解并可以处理主流浏览器兼容性问题(包括ie浏览器)；4、熟悉jquery等其他常用前端框架；5、熟练使用至少一种JS框架，熟练Vue、Reactjs、Angular等，掌握其原理，能独立开发常用组件6、良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力，良好的抗压能力 ",1.0,1.0,1.0,1.0,1.0,1.0
526,WEB前端开发工程师,前端开发,11500.0,华杰工程咨询有限公司中南分公司,武汉,3.0,本科,岗位职责：1、负责web前端系统和功能的开发、调试和维护，前端技术框架和js等互动效果开发；2、负责公司现有项目和新项目的前端修改调试和开发工作；3、根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；4、与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；5、页面通过标准校验，兼容各主流浏览器。任职要求：1、统招全日制本科及以上学历，具有3年以上Web前端开发经验；2、精通各种Web前端技术，包括HTML5、CSS+DIV、Bootstrap、JavaScript、Ajax等相关内容，熟悉Dojo、jquery、react.js、require.js、nodejs、Vue.js等开发框架，能熟练运用HTML5相关技术开发适配移动端和PC终端的WEB页面；良好的代码习惯，有模块化JS代码开发技术的优先；了解页面加载的优化技术；3、对浏览器兼容性、代码可维护性、前端性能优化等有深入研究；4、有大型网站前端或移动web开发经验者优先； 5、具有良好的服务意识、责任心、较强的学历能力、优秀的团队沟通与协作能力。,1.0,1.0,1.0,1.0,1.0,1.0
527,Web前端开发工程师,前端开发,10000.0,奔讯电子科技（北京）有限公司,北京,2.0,大专,、 负责公司平台 Web 端产品开发；2、 进行项目功能实现；3、 负责制定产品前端代码的规范，提高实现代码的可重用性；4、 负责配合产品经理、设计师、后端开发人员实现产品界面和性能需求；5、 参与需求分析、前端架构设计；6、 快速响应产品迭代以及优化升级，持续优化前端体验。任职要求：1. 本科及以上学历，2年以上前端设计与开发经验，1年以上企业级应用软件开发经验；2.  熟练使用React相关框架，了解  Angular.js，Vue.js 或其他 MVC 等主流前端框架并有使用经验；3. 有实际的互联网产品或地产网站开发经验，能够把握页面的整体风格及细节表现，能处理复杂的交互场景和业务逻辑，独立完成复杂前端动态效果的开发4. 逻辑分析能力强，具备设计能力，有面向对象的设计思想和良好的编码风格；5.精通iconics/HTML5/CSS3/Javascript  等相关技术，制作符合W3C 标准的网站页面， 对页面性能调优和浏览器兼容性处理有丰富的实践经验。我们的优势：1.合理优厚的薪金，更有赴新加坡总部工作学习的机会；2.企业的地位，我们是外商独资企业，总部位于花园城市新加坡，轨道交通控制行业的领导者，处于行业领先的地位，产品应用遍3.及亚洲6个国家及地区，如北京、新加坡、广州、台北、高雄、曼谷等地，现负责控制北京整体18条地铁线路的系统运营，当你成为我们的合作伙伴时，你会为自己的选择而自豪；3.优美舒适的办公环境，我们位于北四环的北京市交通轨道指挥中心，在宽松明朗的办公环境，工作、学习并提供免费的休闲零食、水果、咖啡等；4.丰富多彩的员工活动，员工聚餐、节日晚会、旅游活动、优秀员工表彰活动等；5.多元化培训课程，带薪岗前培训，在职个人提升计划及系统的内外部培训；6.开放的个人晋升空间，内部转职（横向发展）、纵向提升；7.完善的福利制度，我们提供养老保险、医疗保险、生育保险、工伤保险、失业保险、补充医疗保险、住房公积、完整的个人发展计划，节日礼金、带薪年假、带薪病假及法定假期、团队建设、年度体检等；8.专业的技术团队，在这里你可以无缝对接各个模块的同事，学习交流，在个人的职业素养提升上我们尽可能创造更多的条件。,1.0,1.0,1.0,1.0,1.0,0.0
528,Web前端开发工程师,前端开发,14000.0,上海复通软件技术有限公司,上海,3.0,本科,没有前端小程序开发经验请慎投~！岗位职能：1、开发PC和移动端的web应用前端界面；2、根据UI切割好的设计图开发前端界面；3、配合开发工程师实现前端业务逻辑功能；4、从专业角度提出前端改进建议。技能要求：1、3年以上前端开发经验；2、熟练掌握Javascript和CSS的基础知识（JS一定要熟练精通）；3、熟练掌握Bootstrap架构；4、熟练掌握微信小程序开发架构；5、熟悉PC端和移动端的前端特性；6、工作耐心细致，踏实负责；7、善于提问和沟通。,1.0,1.0,0.0,1.0,1.0,0.0
529,Web前端开发工程师,前端开发,12500.0,换换集团,深圳,3.0,大专,"职位描述：1.精通HTML5,css3,JavaScript,,jQuery等主流js库，熟悉原生JS、Ajax等开发技术；2.能够使用photoshop切图，将设计师交付的设计稿100%还原实现为网页应用3.理解ajax与后端数据交互原理，有富客户端网页应用开发经验4.对开发的质量有一定追求，在用户体验，性能优化，代码质量等方面有良好的认识5.掌握IE/FF/Chrome的兼容性适配6.掌握PC、iOS、Android系统的不同尺寸的终端屏幕的适配加分项：1.有移动端应有开发经验，如:微信web应用,flutter、Wexx等混合模式的app开发、熟练使用小程序，VUE；2.了解MUI、JQueryMobile,react.js,senchatouch,等移动端框架，了解各自的优劣点，适合场景，并对他们的设计思路有自已的见解工作时间：朝九晚六、六天制，周六10:00-17:00工作地址深圳-福田区-车公庙-车公庙万科富春东方大厦18楼",1.0,1.0,1.0,1.0,1.0,1.0
530,Web前端开发工程师,前端开发,5250.0,东莞市捷联科技有限公司中山分公司,中山,2.0,大专,、负责网站Web前端开发。2、负责网站改进和界面优化。3、负责网站安装建设。要求：1、掌握核心精通HTML/XHTML、DIV+CSS，能够真实还原视觉设计；2、熟悉网站页面架构和布局；熟悉W3C标准，对HTML5、CSS3以及响应式交互有一定了解的优先；3、精通Javascript脚本语言，会使用原生JS构建前端应用框架且精通jquery脚本框架，能实现良好的用户体验与新颖的交互方式；4、技术DOM、Ajax、JSON和事件处理机制等优先5、熟悉掌握ASP.NET和php开发语言等优先；6、熟悉微信小程序 百度小程序 优先能够理解后端架构，与后端工程师配合，为项目提供最优化的技术解决方案优先；工作时间：8:30--12:00 13:30--17:30 月休6天,1.0,1.0,1.0,1.0,1.0,1.0
531,前端开发工程师,前端开发,10000.0,深圳市金证科技股份有限公司,成都,2.0,本科,、有扎实的javascript编程基础，掌握基本前端知识html5、css3，能够很好的解决浏览器兼容问题2、熟悉MVC、MVVM等前端开发模型，至少会一种前端主流框架，如sea.js、React等，有React开发经验优先3、熟悉web构建工具gulp，熟悉webpack配置使用4、对前端领域的新知识保持高度关注和学习热情5、熟练使用Sass、Less、stylus等css预处理中一种6、具有规范化的软件代码和文档编写能力7、做过混合式开发，比如使用ReactNative开发App，优先考虑8、具有交易行情客户端开发经验9、具有后端开发经验者优先10、有个国外app、网站开发经验值优先注：此职位根据你个人能力核定入职工资级别福利：周末双休，出差补贴，带薪年假，五险一金，补充医疗保险，节日福利，定期体检，员工旅游，工作日加班餐补，周末加班换休，绩效奖金（每月开发质量奖，项目奖金），年终奖金，每年调薪2次，工龄工资,1.0,1.0,1.0,1.0,1.0,0.0
532,高级前端开发工程师,前端开发,21500.0,杭州悉点科技有限公司,杭州,3.0,本科,"岗位职责：1、负责网站、客户端前端页面开发制作，以及前端与业务层交互设计、开发、发布、维护；2、持续的优化前端体验和页面响应速度，优化代码并保持良好兼容性，提升web界面的友好和易用；3、与设计师合作完成网站页面前端的特效和应用。4、完成领导安排的其他工作任务任职要求：1、电子、计算机等专业，本科及以上学历；2、前端开发3年以上工作经验，级别P5及以上；3、熟悉原生javascript、html5、css3，以及jquery、bootstrap、vue等框架；4、有移动web开发经验，熟悉前端MVC框架优先，对设备适配、webview原理、性能调优有深刻理解;5、有Node的全栈开发经验，对Nodejs、PHP、Api源码、生产环境部署、性能监控有深刻理解；6、采用前后端分离的开发方式，保证前端开发的迅速迭代以及独立部署,并对前端的性能进行监控；7、会使用git进行代码管理；8、熟练使用前端开发工具及调试工具，完成移动端开发及PC端开发并与服务端配合完成数据交互及前端各种交互效果；9、个性开朗乐观，具有产品思维,独立思考，善于站在用户角度，文档能力强。",1.0,1.0,1.0,1.0,0.0,1.0
533,前端开发主管,前端开发,20000.0,北京中安鼎辉科技有限公司,北京,3.0,本科,"负责公司产品与组件的前端架构的设计和开发。2. 负责公司移动平台的前端架构的设计和开发。3. 带领团队完成高质量的Web前端开发和维护。3. 参与Web前端开发规范的制定及开发流程的优化。4. 解决Web前端页面在各浏览器的兼容性问题。5. 研究Web前端技术的发展，丰富Web交互方式。6. 网站前端架构和各项网站性能指标的优化改进。7. 负责前端开发团队的培训、管理工作，积极推动项目进展。8. 协同产品经理、UI设计师积极主动的持续优化网站用户体验。岗位要求：1. 本科以上学历，计算机或相关专业，3年以上大中型网站前端开发经验。2. 精通HTML5、CSS3和JavaScript语言，掌握HTTP及相关网络协议，熟悉跨终端、跨浏览器的开发模式和平台特性，了解业界技术发展状况。3. 熟悉模块化、前端编译和构建工具，熟练运用主流的框架，并深入理解其设计原理，如以下技术栈：ES6、Less、Webpack、Lodash、React、Redux、Vue、等。4.至少掌握React/Vue/AngularJs其中的一种。5.熟悉Bootstrap、Sass等CSS技术。6.熟悉PC和移动端网页性能调优，能够解决多端样式兼容性问题。7.了解Bower、Grunt/Gulp、Webpack等前端自动化工具，熟悉Node.js者优先。8. 熟悉前端的性能优化方案，并能使用相关技术优化项目。9. 有1年以上中、小型团队管理经验优。10. 良好的理解力和协作能力，逻辑思维清晰,上进心，渴望在互联网行业成为出类拔萃。职能类别：Web前端开发高级软件工程师关键字：前端开发主管前端开发开发主管",1.0,1.0,1.0,1.0,1.0,0.0
534,Web前端开发工程师-建邺区,前端开发,11500.0,北京北信源软件股份有限公司,南京,2.0,大专,"、负责公司软件产品的页面功能的开发和优化；2、利用各种Web技术模拟开发产品原型；3、参与用户体验Demo工具的优化设计及实现；4、利用VUE/HTML5/CSS3/JavaScript/Flash等各种Web技术进行产品的界面开发；5、配合后台开发人员实现产品界面和功能与后台的交互；6、制作标准优化的代码，并增加交互动态功能。7、熟悉一项构建工具，如webpack、parcel、rollup等任职资格：1、熟练使用h5、c3、js、jq、es6等网页技术，熟悉、会使用ps优先；2、精通Web应用设计和开发，熟悉JavaScript、Ajax、JSONP等前端技术，掌握面向对象编程思想熟悉后端技术，对前后端接口技术、设计有丰富经验；3、对Javascript继承、闭包、原型等有深入理解，理解其适用场景，擅长使用JS进行开发和设计，有JS组件库、JS插件经验的优先考虑；4、精通前端开源项目、框架，例如jQuery，Bootstrap，AngularJs，Vue,react，node等，熟练使用vue框架优先；5、熟悉MVVM架构，能够独立设计与编写优秀的前端开发框架或者参与过流行的前端框架的研发或者扩展，能够制定完善前端的开发规范、流程和标准6、熟悉three.js、ztree、echarts，做过可视化优先。",1.0,1.0,1.0,1.0,1.0,1.0
535,Web前端开发工程师,前端开发,14583.33,上海通铭信息科技股份有限公司,上海,2.0,本科,"、负责公司软件产品的前端开发工作；2、能够根据产品需求，熟练运用 HTML,CSS,JS 产出兼容于目前主流浏览器的前端页面；3、配合后端接口，开发高质量前端页面（Web/移动端）；任职要求:          1、精通HTML、DIV+CSS、JavaScript、Ajax等前端技术             2、 精通jQuery，angularjs等js开发框架3、熟悉并了解HTML5,compass,Sass,CSS3和webapp等相关技术4、至少熟悉一种高级语言，并有相关项目经验。熟悉JAVA优先考虑 5、熟悉掌握SVN,F12工具等软件开发工具和调试工具 期望项:   深刻理解web标准，了解不同浏览器之间的差异，做好各大主浏览器间的兼容性  有较强的责任感，具有程序员精神，主动、卓越、合作、敬业；  对可用性，可访问性等前端相关知识有深入的了解和实践经验酿好的自我管理能力、团队协作能力和积极的工作态度乐意分享知识，善于研究前沿技术，攻克技术难题",1.0,1.0,1.0,1.0,1.0,1.0
