,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Java,Mysql,Web,Linux,Redis,Spring,Sql,Javascript,Python,Php
530,后端开发高级工程师(000996),后端开发,22500.0,益普索（中国）咨询有限公司,上海,0.0,大专,						岗位职责:1、负责参与公司系统的需求讨论、可行性分析、工作量估算；2、主导或参与系统概要设计和方案讨论，并进行系统开发测试及上线准备工作；3、负责系统框架维护及核心业务代码开发；4、参与业务系统缓存、消息、日志，监控及分布式架构方案优化与新技术引入、保障系统稳定、可靠运行 任职资格:1. 本科及以上学历，计算机相关专业；2. 四年以上相关工作经验；3. 熟练掌握Java语言4. 熟悉mysql等数据库经验，具备优秀的SQL编写、调优能力；5. 熟悉分布式系统架构，有hadoop，spark系统架构经验，有修改源码经验优先；6. 软件基础理论知识扎实，具有良好的数据结构、算法功底；具有良好的沟通能力和主动性，抗压能力强；7. 有大数据项目或产品背景者优先；8. 工作中有带团队经验者优先,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
531,Java后端开发工程师,后端开发,19000.0,美的集团资金中心,成都,5.0,本科,岗位职责：1、根据支付产品需求制定对应的解决方案并推动实施；2、负责核心支付系统中各模块的架构与流程设计、代码编写；3、根据业务增长，不断优化或重构现有系统，使之满足业务需求。任职要求：1、计算机相关专业本科及以上学历，3年以上J2EE项目开发经验，985/211学历背景优先；2、扎实的编程基础，精通java、MySQL数据库，以及分布式缓存等核心技术；3、熟练使用常见的java开发组件、消息队列，以及分布式系统框架等；4、熟悉互联网逻辑架构与部署架构，熟悉互联网安全问题与相应的解决方案；5、了解大数据量高并发下应用及数据库的设计原理及扩展方案；6、工作积极主动，对技术细节精益求精，对自己交付的产品充满责任感；具有良好的沟通与学习能力，有一定的抗压能力；7、有第三方支付或互联网金融行业开发经验者优先；,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,后端开发工程师,后端开发,11500.0,北京安锐卓越信息技术股份有限公司,北京,2.0,大专,岗位职责:1、 根据项目开发进度独立完成相关功能模块的设计和开发工作；2、 配合项目经理完成项目开发和实施的技术工作；3、 进行Asp.net Web应用开发；4、 进行微信公众号和微信小程序相关开发；5、 对编写的代码进行模块测试，并编写技术文档。任职资格1、计算机科学相关专业专科以上学历，3年以上Asp.net Web项目开发经验；2、熟悉C#、ASP.Net MVC、EF、JavaScript、JQuery、HTML5、CSS3、Bootstrap等开发语言及框架；3、熟悉SQL Server，能够使用SQL命令实现数据库基本操作，创建视图、存储过程、触发器、索引等；4、熟练使用Visual Studio 2015或更高版本；5、具有良好的编码习惯和代码风格，良好的沟通、团队协作和学习能力，责任心强，工作细致，注重工作效率，能承受一定的工作压力； 6、有微信公众平台、微信小程序开发经验可优先考虑；7、了解 AWS、Azure 、阿里云等云计算平台或具有相关开发经验可优先考虑。,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
533,游戏后端开发工程师,后端开发,15000.0,西安天亦寰宇科技有限公司,西安,0.0,无,"岗位职责 根据策划需求，承担游戏的主要功能开发，负责游戏服务端功能的开发；解决游戏开发、线上问题；保持游戏服务器稳定运行；实时了解服务器瓶颈，能结合游戏性能及稳定性进行调优；能独自搭建整个项目的后端框架，并参与产品开发计划的制定并跟踪执行,保证游戏开发的高效进行；技术难点攻关，评估设计难点，提出解决方案，设计合理程序架构。 任职要求 大专及以上学历，计算机软件相关专业学历，有完整上线手游棋牌捕鱼项目开发经验；两年以上服务端开发经验，主导过服务器核心框架编写；基本功扎实，熟悉C/C++、JAVA、C#、python其中的一种或几种语言；熟悉Linux环境，熟悉数据结构与算法、Socket编程、多线程编程等；熟悉至少一种常用数据库，如：MySQL、SQL Server、Oracle等的设计、开发与优化；熟练TCP/IP、Socket、数据库等方面的编程、熟悉游戏大数据结构优化设计。",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
534,Java后端开发工程师,后端开发,25000.0,51Talk无忧英语深圳技术产品中心,深圳,0.0,无,工作内容1、负责公司云平台后台相关业务的架构设计与系统设计开发2、项目的需求分析、概要设计、详细设计，技术文档的编写；3、开发框架的搭建、改进；4、指导软件工程师的日常开发工作，解决开发中的技术问题；职位要求1、本科及以上学历，计算机软件或相关专业；2、3年及以上使用JAVA开发的经验，基础扎实，理解IO、多线程、集合等；3、熟悉常用java开源框架，能对相关框架进行合理应用，解决问题；4、熟悉Linux常用命令、熟练使用nginx、mysql等；5、有zookeeper、kafka开发经验应用优先；6、良好的团队精神，学习能力强，适应能力好，有强烈的责任心，具备耐心/细心的品质。,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
535,WEB后端开发工程师,后端开发,9000.0,南京艾慧伦欣科技有限公司南昌分公司,南昌,1.0,无,岗位职责：1. 参与产品的需求调研和需求分析 ；2. 负责软件产品的开发、维护、测试、性能优化；3. 数据库的日常开发和维护，快速定位并修复现有软件缺陷。任职要求：1. 计算机软件或相关专业大专及以上学历；2. 熟练使用Python、PHP、GO，JAVA中一种语言，熟悉Web后端开发；3. 熟悉Postgres/Mysql/Oracle等常用数据库的操作；4. 良好的语言沟通能力，严谨的逻辑思维，独立思考和学习能力；5. 熟悉Flask框架、Linux系统及有大型Web开发经验的优先考虑；6. 1年及以上联网公司从业经验。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
536,后端开发工程师,后端开发,22500.0,钱咖网络科技（上海）有限公司,上海,3.0,本科,职责描述：1.负责公司用户端业务设计和开发工作；2.根据需求制定技术方案，项目计划以及开发；3.解决公司线上产品Bug任职要求：1.本科以上计算机相关专业2.3年以上互联网产品后端开发工作经验；3.熟练掌握Python语言及web相关技术栈;4.熟悉MySQL、Redis等，具备数据库应用、设计能力;5.熟练使用Git，有Github项目者优先；6.熟悉使用linux操作系统，具有基本shell脚本编写能力，有基础运维经验优先；7.具备较强的编程能力和良好的编码风格;8.善于团队合作与管理，对新技术有强烈的探索欲望，责任心强，能够承受工作压力，有强烈的责任心。,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
537,19届web后端开发实习生,后端开发,5000.0,广州四三九九信息科技有限公司,广州,0.0,本科,[岗位描述]1、构建高可靠、易扩展、高效的分布式系统，满足移动端持续的高并发业务请求；2、深刻理解业务需求，抽象系统模型，满足用户需求，控制产品质量，快速迭代产品；3、优化系统架构，维护/开发公共服务基础组件；4、参与数据从生产、采集、存储、检索的系统优化，以更少的资源满足更多的需求。[岗位要求]1、计算机或计算机相关专业，本科及以上学历，19届毕业；2、扎实的编程语言基础，掌握常见的数据结构和算法，对操作系统、数据库等有较好的基础；3、对面向对象思想有深入的理解，有良好的编程习惯；4、具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题；5、每周3天及以上实习时间，实习2个月优先考虑。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,后端开发工程师,后端开发,18500.0,北京赞那度国际旅行社有限公司上海分公司,上海,3.0,本科,岗位职责1.根据业务需求进行系统模块设计、研发和部署；2.负责后台业务服务的设计以及开发；3.负责开放平台或第三方系统的集成与API研发4.参与后台服务性能优化、效率提升，保证高性能和高可用性。任职要求1.本科及以上计算机及相关学历，3年以上的软件开发经验；2.Java基础扎实，熟练使用spring mvc/spring boot +  mybatis等主流JAVA框架，具备多线程多任务的异步式通讯的开发经验；3.熟悉大型web应用开发（包括页面、API、服务），掌握vue/react等前端开发框架优先。4.熟练掌握mysql、redis、mongodb等数据库，具有SQL性能优化经验优先；5、熟悉工程管理工具：git/svn、jenkins、maven等；6.微信公众号相关项目开发经验优先；7.积极主动，善于沟通，团队合作意识强，有较好的自学能力，能独立完成项目分配的工作。福利待遇 薪资范围15~22K /月；补充商业保险、生日假、7天年假（每工作1年增加1天），非上海户籍探亲假7天等；享受双休及其它国家法定节假日；完善的在职培训和良好的工作氛围，转正后出国考察机会 ；每年根据KPI考核结果决定加薪幅度；面试地址即您工作地点，交通方便，办公环境较佳，可以俯瞰上海市中心；欢迎有相关工作经验的同仁加入，我们提供优于同行的薪资、福利、职位及发展空间。,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
539,NET后端开发工程师（初中级）,后端开发,10500.0,佰聆数据股份有限公司,广州,2.0,本科,						岗位职责：任职要求：1.   计算机相关专业，本科以上，1-3年后端开发经验，有互联网行业经验优先；2.   精通C#，熟悉.NET Core、ASP.NET MVC框架，熟悉面向接口编程和使用依赖注入；3.   熟练掌握两种以上数据库SQL语法，熟悉使用EntityFrameworkCore；4.   具有良好的编程习惯，熟练使用Git/Svn等团队协作工具；5.   熟悉GraphQL优先，熟悉数据挖掘和分析优先；6.   热爱后端技术，具备较强的逻辑思维和抽象思维能力，善于分析、沟通和表达；7.   学习能力强，具有良好的团队合作精神和执行力，思路开阔，积极上进；职能类别：										互联网软件开发工程师																			算法工程师									,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
540,Node.js后端开发工程师,后端开发,11500.0,广州嘉崎智能科技有限公司,南京,0.0,无,、负责PC端、移动平台服务器端node.js开发工作；2、 完成服务器核心功能模块的设计、开发和优化工作；岗位要求： 1、熟悉网络编程，能够熟练使用node.js开发高并发、高吞吐量的服务；2、 熟悉HTTP的基本工作原理以及常用Web开发调试工具；3、 熟悉Html5、CSS3、javascript技术者优先；4、 有API Server相关开发经验者优先；5、 熟练掌握一种服务端开发技术，愿意转Nodejs也可；6、 具备强烈的责任感与良好的团队协作精神。,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
541,高级后端开发,后端开发,22500.0,无锡市同步电子科技有限公司,无锡,5.0,本科,"职位描述：    1.负责企业核心系统平台的开发与设计    2.设计并构建高可用、易扩展、高效的分布式后台系统    3.参与需求分析，撰写相关技术文档，制定标准       4.负责存储、查询、导入等相关模块的具体开发与维护；    5.搭建存储监控，自动化，快速扩充的能力    6.提升产品整体的运行效率与稳定性任职要求：    1.熟练使用java语言，具有扎实的java基础、良好的编程习惯及其代码规范。    2. 熟悉linux系统，了解网络、计算、存储等基本原理，能解决常见的操作系统相关问题，熟练使用shell命令；    3.熟悉主流开源应用框架，如SpringBoot,Spring、SpringClood、SpringMVC、myBatis、XML、JSON、Maven等开发技术，使用过Spring Cloud优先；    4. 熟悉Mysql数据库，熟练掌握SQL语句，并知悉SQL执行效率。了解数据库优化、SQL优化、查询性能等优化；精通数据库架构Sharding、高可用性、主从复制等技术；    5.熟练使用SVN，git，Maven等开发及管理工具。    6.有互联网开发及其分布式项目经验，有大并发处理经验为佳。熟悉Kafka，ZooKeeper，Redis，Memcache，ElasticSearch等技术。    7.责任心要强，而且要有较强处理问题的能力及其良好的沟通能力。",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
542,资深Java后端开发工程师,后端开发,32500.0,Fordeal,杭州,3.0,本科,"职位描述：1.负责fordeal的电商业务。2.主导业务、技术改造类项目的架构设计、分析和设计工作，承担核心功能、公共核心模块的代码编写。2.跟进核心项目，接口规范制定，技术文档编写，确保项目进度和质量。3.主导团队开发人员codereview工作，并能提供性能优化、安全性建议。4.针对新人、普通开发人员进行有效辅导，帮助其快速成长。职位要求：1.本科以上学历；2.JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解3.3年及以上使用JAVA开发的经验，对于你用过的开源框架，能了解到它的原理和机制；对spring,ibatis,struts等开源框架熟悉；4.熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；5.熟悉多线程及高性能的设计与编码及性能调优；6.熟悉Linux操作系统、MySql或者其他大型数据库；7.熟悉HTML/CSS/JS等技术，有电商业务或者互联网业务背景者优先8.喜欢去看及尝试最新的技术，从技术趋势和思路上能影响技术团队，有业务的想法，能从业务和技术结合的角度去推动业务的发展9.有良好的沟通、学习和逻辑思维能力，有主动性和责任心",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
543,资深java后端开发工程师,后端开发,52500.0,成都堆氧文化传播有限公司,北京,5.0,本科,"主要职责1.负责系统构架、代码研发、系统优化等相关工作。2.深入发掘和分析业务需求，撰写技术方案和系统设计,最终完成编码工作。3.参与技术方案和系统设计评审；把握复杂系统的设计，确保系统的架构质量。4.为团队引入创新的技术、创新的解决方案，用创新的思路解决问题。职位要求：一本学历；其他项A、熟练掌握oracle，mysql等数据库技术，熟练编写sql语句；B、知名互联网背景或者做过（财务系统，hr系统，客服系统）",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
544,DSQ-后端开发资深工程师,后端开发,30000.0,顺丰科技有限公司,深圳,0.0,本科,岗位职责：1、负责大数据平台的架构设计、产品开发，包括但不限于分布式处理、搜索等大数据技术的产品化工作；2、负责大数据应用的架构设计及产品开发，如物联网应用、实时计算应用等。岗位要求：1、大学本科及以上学历，4年以上开发经验；2、精通Java及J2EE相关开发；3、精通服务治理组件如Dubbo，有实际的使用经验；4、精通Redis/Ehcache/Memcache等任一种缓存技术，精通MySQL；5、熟悉Kafka并有实际经验，熟悉分布式系统及相关开发，有实际的开发经验；6、有高并发、大流量的应用架构及开发能力；7、对大数据感兴趣，了解大数据技术生态，尤其是ES/Hbase/Storm和Spark；8、思路清晰，主动积极，喜欢钻研技术，有良好团队合作精神。,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
545,Web后端开发工程师（WL803）,后端开发,,网络通信与安全紫金山实验室,南京,3.0,硕士,负责协议无关可编程转发系统Web后端设计、功能开发。任职要求：1.计算机或相关专业，硕士及以上学历，3年以上Java后端开发经验；2.熟悉SpringBoot，SprintCloud等常用框架；熟悉mybatis，RabbitMQ，Redis等流行技术框架工具者优先；3.熟练运用数据库和SQL(StructuredQueryLanguage，结构化查询语言)；4.熟悉和掌握至少一种源代码管理软件（SVN/CVS/GIT）；5.具有Linux上的开发经验，能够编写常用和基本的Shell脚本；6.有敏捷或流行软件开发流程的经验；7.具有良好的设计思维，能够高效地提供安全、高性能、可扩展的技术方案；8.对新技术充满热情，积极学习，高度的责任心以及良好团队合作精神。,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
546,后端开发工程师,后端开发,8500.0,湖北博盛数字教育服务有限公司,武汉,2.0,本科,承担项目系统模块的详细设计工作；2.承担项目系统模块的程序开发和单元测试工作；3.承担项目系统模块的后期维护工作；4.负责承担模块的脚本安全工作；5.负责维护项目或模块数据的安全工作；6.参与核心技术的积累和研发工作。任职条件：1.2年以上PHP开发工作经验；2.本科及以上学历，计算机相关专业优先考虑；3.精通php编程，熟练运用MVC框架，理解OOP思想，有设计模式开发经验；4.熟悉mysql，包括数据库设计，性能优化；5.熟悉Javascript、XML、Ajax、Jquery等Web2.0技术；6.熟悉memcached/redis等缓存技术；7.熟悉linux系统，能独立配置网络应用环境；8.熟练使用Git；9.有大容量高负载应用系统开发维护经验者优先考虑。,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
547,Python 后端开发工程师,后端开发,21000.0,上海大羊数据技术有限公司,上海,3.0,本科,构建 IoT 背景下的后台服务2.参与大数据平台产品的开发和迭代任职要求:1.精通Linux平台上的Python开发2.熟悉Gevent、Falcon等Python框架，熟悉MongoDB、Redis等数据库3.掌握Microservices架构和RESTFulAPI设计规范4.有过？MQ、ApacheKafka、ApacheSpark的开发经验，对后台系统安全设计有自己的见解5.了解ScipyLibraryseries，scikit-learn，并有过实际项目经历,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
548,Node后端开发工程师,后端开发,12500.0,深圳前海蒂脉时代科技控股有限公司,深圳,3.0,大专,"						熟悉 http、websocket 通讯协议掌握并能严格部署 resfulapi 接口设计规范熟悉 nodejs，es6、es7、es8 等新标准规范 或 typescript熟练使用 redis, memcache, mongoDB, mysql 等数据库最少两项能操作 linux系统，能调优及部署 nginx 服务，能实施压力测试，能处理高并发有 rbac 部署经验熟练使用 git有微信/支付宝接口接入经验有硬件通讯经验",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
549,Python后端开发,后端开发,25000.0,云游网（北京）科技发展有限公司,上海,3.0,大专,						Python后端开发工作职责1、根据开发进度和任务分配按时按量完成相应模块软件的设计、开发；2、能独立处理和解决工作中遇到的问题；3、进行程序单元、功能的测试，对软件中存在的BUG能准确定位并解决；4、进行编制项目文档，记录工作质量；5、参与运维自动化产品功能开发可行性需求的分析和相关评估。任职要求1、专科及以上学历，计算机，自动化等相关专业毕业；2、熟练使用Python，熟悉Web2py或Flask框架，Python编程经验在三年或以上，基本功扎实，标准库熟练。3、会写，会调，熟悉热门的Python库；4、熟悉Linux的命令行操作；5、不错的英文读写功力，阅读python相关技术文档，热爱Python，对自己的代码风格要求严格，有技术热情，执行力强；,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
550,后端开发,后端开发,5250.0,广东天新软件科技有限公司,东莞,3.0,大专,工作内容：1、根据产品需求完成系统模块设计、编码等工作；2、优化系统性能，保证服务器质量和性能；3、维护产品单元测试及自动化测试，编写相关技术文档。职位要求：1、熟悉java编程及javasdk提供的主要能力;了解jvm原理。2、熟练使用Java的基础技术，如异常处理，多线程，泛型，reflection，annotation，Servlet，JavaIOjava集合类;3、熟悉JavaEE开发，能够熟练应用springMVC、spring、mybatis、springBoot等技术框架；4、精通JDBC和SQL语言，熟悉SQLServer、Mysql等主流数据库；符合如下条件：熟悉Nosql数据库技术，如：Hbase、ElasticSearch、Redis。工作地址：黄金路天安数码城A1栋501联系电话：13763220612周末双休,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
551,web后端开发工程师,后端开发,41666.67,苏州亿嘉宁管理咨询有限公司,杭州,5.0,本科,"主要职责 负责游戏ai部门系统的后端开发、维护工作； 负责已web系统分析、优化与架构工作； 职位必备项跳槽频繁,五年三跳不考虑 年龄超限 年龄超过35岁不考虑 必须统招本科以上学历熟练掌握Python、PHP等web后端开发语言，熟练使用主流web开发框架（例如django)；熟悉Linux开发环境；熟练使用MySQL，有设计数据表的经验；能独立配置Apache、nginx服务器有丰富web后端系统性能调优经验",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
552,高级后端开发工程师,后端开发,22500.0,上海犀语科技有限公司,上海,5.0,本科,"岗位职责： 负责webservice业务接口、公用模块和后端服务平台的研发工作； 根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务； 实现高性能、高可维护性以及良好系统可伸缩性的后端系统代码； 上级布置的其他任务；任职资格： 本科及以上，有5年以上开发经验； 熟练运用Java、Python或node.js进行编程，熟悉webservice和并行设计,能够编写高质量技术文档； 熟练Linux操作系统, 有Linux环境开发调试经验； 熟悉数据库应用, 熟悉算法和数据结构； 有NoSQL、正则、分布式架构开发经验优先。 熟悉文本处理，数据库SQL，linux。对搜索引擎solr或elasticsearch、工作流jBPM或activiti、规则引擎drools或其他规则引擎、图数据库neo4j必须有过一项经验；",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
553,Java后端开发工程师,后端开发,20000.0,格尔软件股份有限公司,上海,3.0,本科,#职位描述-负责公司SecOne平台（类似阿里云控制台）的Java后端研发-具有设计能力，对产品架构进行改造和性能优化-与产品经理、前端研发协作实现产品#能力要求-Java基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定的了解；-3年及以上使用JAVA开发的经验，熟悉SpringCloud，对于用过的开源框架，能了解到它的原理和机制；-掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；-熟悉分布式系统的设计和应用，熟悉缓存、消息、流程引擎等技术；-熟悉Linux环境和Docker容器技术；熟悉主流的微服务架构，有微服务架构落地经验；-有较强的逻辑思维能力与沟通协作能力，并具有一定的项目推动能力；-喜欢研究及尝试新技术，追求编写优雅的代码，从技术趋势和思路上影响技术团队,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
554,后端开发工程师,后端开发,10500.0,北京禾迅科技有限公司,北京,0.0,无,岗位职责：1、独立开发各部门提出的新开发需求；2、配合团队分工需求完成开发任务；3、处理日常发现的问题，配合各部门需求完成系统流程优化工作；4、实时处理和定位各系统问题，快速处错；5、按照要求编写合格的文档；6、遵循各项开发部流程规范。任职要求：1、具有3年及以上Web后端开发经验，有大型互联网项目开发经验者优先；2、具有良好的程序设计思想，理解面向对象程序设计，能合理运用设计模式；3、对Web编程具有较为深入的理解，理解常见Web后端的编程模型及其运行机制；4、熟悉PHP语言，了解常见框架使用。如对Python/Java/Ruby有实际工作经验者尤佳；5、对MySQL有深入了解，并具有设计、开发和优化的实际经验。如对NoSQL有深入了解者尤佳；6、熟悉HTML/JAVASCRIPT/CSS；7、熟悉Unix/Linux环境。对FreeBSD熟悉者尤佳；8、掌握SVN使用。对Git有实际使用经验者尤佳；9、品格端正，有强烈求知欲和工作责任感，能承受一定的工作压力，有团队合作精神，具有快速学习不同技术和编程语言能力者尤佳；10、具有计算机相关专业统招本科以上学历，头脑灵活，热爱学习；11、具有良好团队精神，能承受工作压力。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
555,游戏后端开发工程师（偏运维）,后端开发,17500.0,北京萌我爱网络技术有限公司,北京,3.0,大专,职位描述：1、负责游戏服务器核心 api 及开放平台的设计、开发与维护；2、负责服务器部署、更新与维护；3、负责数据库优化和数据模型的设计；4、内部系统开发。任职要求：1、精通 Python 语言，3年以上 Python Web 开发经验，掌握至少一种常见的Python Web开发框架(Django、Flask、Tornado)，并深入了解其底层原理。2、深入理解各种数据库(如MySQL、PostgreSQL)和NoSQL(如Redis、MongoDB)系统，具有丰富的数据库性能调优及高可用、集群实战经验；3、有大型网络游戏运维经验，集群部署、优化、备份、管理经验4、扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；5、熟悉 Linux 系统管理，熟练使用 Linux 工具，熟练掌握 Shell 编程；6、有很强的学习能力、压力承担能力及团队合作能力，有主动性和上进心； 7、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情。,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
556,后端开发工程师,后端开发,8000.0,福建省润泽智能科技有限公司,泉州,1.0,本科,岗位职责：1、独立完成中型以上项目设计和开发；2、配合团队分工完成设计和开发任务；3、组织力量或自主完成软件部分重构和优化；4、实时定位和处理各系统问题，快速解决线上问题；5、按照要求编写合格的文档与代码；6、遵循各项开发部流程规范。任职要求：1、具有2年及以上Web后端开发经验并负责过一个独立项目设计，有大型互联网项目开发经验者优先；2、具有良好的程序设计思想，理解面向对象程序设计，能合理运用设计模式；3、对Web架构和编程具有较为深入的理解；4、熟练使用C++/JAVA/PHP/NodeJS/Python之中至少1种开发语言；5、对MySQL有深入了解，并具有设计、开发和优化的实际经验。如对NoSQL有深入了解者尤佳；6、熟悉Linux环境，掌握SVN/GIT使用。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
557,Java后端开发主管,后端开发,20000.0,深圳前海微融信息科技有限公司,深圳,5.0,大专,偏管理，要求必须有管理经理岗位职责：1、负责互联网平台技术方向、技术规划与运筹实施。团队的梯队化建设及管理，包括人才培养、业绩评估和激励等；2、参与产品项目规划工作，设计架构相关技术方案，制定具体项目实施规则；根据开发进度和任务分配，完成相应软件模块的设计、开发、单元测试和文档编写；3、调整、部署系统平台的搭建，调优等；4、关键代码编写，提供合理代码建议，并对中初级开发人员进行技术指导；5、参与技术人员的考核评审及代码评审；6、负责互联网平台技术架构设计。7、负责服务器搭建。任职要求：1、28-35岁，至少2年团队和项目管理经验，5年java开发经验，大专以上学历；2、精通Java，具有学习和掌握新技术能力；3、能承担高负荷的工作，有良好的团队合作精神和管理能力，责任心强、有很强的开拓精神。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,后端开发工程师,后端开发,16000.0,杭州丈浔科技有限公司,杭州,3.0,本科,月薪12000至200002.一日N餐不要钱，零食水果大食堂，咖啡点心休闲吧，篮球羽毛乒乓球，台球电玩小花园。3.每年1次自助旅游，5险1金，最专业最干货的高级测试技能系统培训。职位描述：1.参与项目业务的需求分析、设计工作，承担核心功能、公共核心模块的代码编写。确保项目进度和质量。  2.参与系统架构设计、接口规范制定、技术文档编写等。资格要求：1、本科或以上学历，计算机软件或相关专业； 2、精通Web编程，3年以上使用Java语言进行web开发的经验；3、熟悉Spring、spring boot、myBatis等开源框架的使用；4、熟悉基于Mysql的设计和开发、Linux操作系统、git操作；5、具有良好的学习能力，沟通技能，团队合作能力。,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
559,后端开发工程师-B02,后端开发,,鹏城实验室,深圳,2.0,硕士,"岗位职责：1.  负责产品服务端的设计、开发和单元测试工作；2.  参与软件架构的设计和优化，并对软件性能进行优化；3.  搭建项目大数据处理服务器端解决方案；4.  维护后台服务器程序的正常运转。任职要求：1. 国内学历：统招全日制 985/211 硕士及以上学历，取得学位证和毕业证；2.  国外学历：海外全日制硕士及以上学历；QS 世界大学排名前 300 高等院校；海外留学时长不少于 1.5 年；3.  2年及以上相关工作经验，优秀的编程基础，熟练掌握数据结构与算法等；4.  掌握至少一种 Web 开发框架, 如 Django, Flask, Rails 等；5.  熟悉Linux系统及常用命令；6.  熟悉 Git 与 Git Workflow 以及 Linux 或者 Mac 开发经验；7.  具有SQL 数据库开发、优化经验；NoSQL 数据库（MongoDB, DynamoDB等）开发经验；8.  熟悉前后端交互ajax异步响应，json 传输格式等，有页面惰性加载等优化经验者优先；9.  有消息队列、缓存技术开发经验； 10.  高质量、安全、可信赖与可读性强的程序编写能力。人工智能研究中心简介：责任院士：高文（实验室主任、中国工程院院士、中国计算机学会理事长、新一代人工智能产业技术创新战略联盟理事长）人工智能研究中心面向信息科学和人工智能的未来发展方向，突破信息处理领域重大科学理论基础问题，致力于研究智能行为的基本理论，开发未来异构智能计算开源平台和重大应用，构建新一代信息基础设施。重点项目： 【云脑开源平台与智能应用项目】根据实验室建设规划，人工智能研究中心的首批项目将基于云脑开源平台，开展智能交通、智慧医疗和自主健康等相关应用研究。规划建设“***人工智能硬件支撑平台、云脑开源平台和云脑核心智能应用研究环境”，直接对接国家新一代人工智能发展战略和重大科技工程。",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
560,JavaScript开发工程师/前段/后端开发,后端开发,17500.0,君璧企业管理咨询工作室,上海,0.0,大专,岗位职责：1.？负责公司相关H5产品的开发及维护；2.？负责前端程序功能模块设计，配合产品经理和设计师，参与产品的开发和业务实现，与后台密切配合，完成前端工作；3.？编写高质量、结构清晰、易读、易维护的代码；4.？参与和完成公司其他相关项目的设计和开发。任职要求：1.工作经验不限；2.？了解JavaScript编程语言，Bootstrap等常见类库；3.？具有良好的团队合作精神4.较好的沟通能力、良好的学习能力和责任感；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
561,Web后端开发工程师,后端开发,6750.0,无锡迎嘉信息技术有限公司,无锡,0.0,无,"岗位职责：1. 根据需求,进行模块级别的详细设计；2. 完成所承担功能模块的开发与单元测试任务；3. 完成所承担功能模块与其他模块的集成、部署、修改、重构与调优；职位要求：1. 计算机相关专业本科及以上学历，有2年以上java开发经验；2. 熟悉J2EE、数据库开发，JPA和Spring框架3. 熟悉Javascript，CSS3，Ajax等前端技术，了解各种浏览器",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
